symbol,decision_ts_ms,date,era,block,decile,is_d9,btc_up,ret1,turnover_spike_168h,max_ret168,hold_h,n_settlements,long_gross,long_funding,short_path,long_net45,stratum
ALGOUSDT,1689523200000,2023-07-16,e2324,698,7,0,1,-0.010896898575021075,1.258486787998282,0.040000000000000036,24.0,3,0.005952380952380931,-0.00030000000000000003,-0.005952380952380931,0.0011523809523809317,0-1-0
ALGOUSDT,1689609600000,2023-07-17,e2324,698,7,0,1,-0.014766201804757961,1.5351592484892338,0.040000000000000036,24.0,3,-0.04649196956889268,-0.00030000000000000003,0.04649196956889268,-0.051291969568892676,0-2-0
ALGOUSDT,1701219600000,2023-11-29,e2324,703,7,0,1,0.0007513148009017367,0.6819132146360657,0.031318281136198056,24.0,3,0.0022641509433962703,-0.00030000000000000003,-0.0022641509433962703,-0.0025358490566037293,1-1-0
ALGOUSDT,1703034000000,2023-12-20,e2324,703,7,0,1,0.006237006237006293,0.5874623775255164,0.0453608247422681,24.0,3,0.02982731554160134,-0.00036722,-0.02982731554160134,0.02496009554160134,1-1-0
ALGOUSDT,1704502800000,2024-01-06,e2324,704,7,0,1,-0.010681586978636748,0.14174316038325108,0.043086172344689366,24.0,3,-0.015544041450777257,-0.00030000000000000003,0.015544041450777257,-0.02034404145077726,0-0-0
ALGOUSDT,1705280400000,2024-01-15,e2324,704,7,0,1,0.011976047904191711,0.41097300703690287,0.057385759829968075,24.0,3,0.027214514407684076,-0.00030000000000000003,-0.027214514407684076,0.022414514407684074,2-0-1
ALGOUSDT,1705453200000,2024-01-17,e2324,704,8,0,1,-0.004596527068437273,0.7131443398647931,0.057385759829968075,24.0,3,-0.032258064516129004,-0.00030000000000000003,0.032258064516129004,-0.037058064516129,0-1-1
ALGOUSDT,1733878800000,2024-12-11,e2324,716,7,0,1,-0.01772211720226846,0.702863610702908,0.055624483043837936,24.0,3,0.10358565737051784,-0.00022843,-0.10358565737051784,0.09885722737051783,0-1-1
ALGOUSDT,1734699600000,2024-12-20,e2324,717,9,1,1,0.0903316866619619,2.0428413194975494,0.0903316866619619,24.0,3,0.05921469284357195,0.00030007,-0.05921469284357195,0.05501476284357195,2-2-2
ALGOUSDT,1734829200000,2024-12-22,e2324,717,9,1,0,0.0060957025297165846,0.6792444026905372,0.0903316866619619,24.0,3,0.025400665255518762,0.00011375,-0.025400665255518762,0.02101441525551876,1-1-2
ALGOUSDT,1735606800000,2024-12-31,e2324,717,7,0,0,-0.021328458257160232,1.1885064286861302,0.05292259083728257,24.0,3,0.04763387297633881,-0.00027631,-0.04763387297633881,0.04285756297633881,0-1-1
ALGOUSDT,1737766800000,2025-01-25,e2526,718,8,0,1,-0.009509509509509573,0.39549730696652674,0.09420642648490762,24.0,3,-0.007401924500370138,-0.00022119000000000002,0.007401924500370138,-0.012123114500370138,0-0-2
ALGOUSDT,1780707600000,2026-06-06,e2526,736,7,0,0,0.01652537825946987,0.655094652401545,0.057400863761287946,24.0,3,0.0033208355650775623,0.00002078,-0.0033208355650775623,-0.0011583844349224372,2-1-1
ALICEUSDT,1681693200000,2023-04-17,e2324,695,7,0,1,-0.025000000000000133,4.0748667305284485,0.02898550724637672,24.0,3,0.014204545454545414,-0.00041078,-0.014204545454545414,0.009293765454545414,0-2-0
ALICEUSDT,1681779600000,2023-04-18,e2324,695,7,0,1,0.0028409090909089496,1.1283498168033252,0.02898550724637672,24.0,3,0.036414565826330625,-0.00051452,-0.036414565826330625,0.03140004582633063,1-1-0
ALICEUSDT,1691715600000,2023-08-11,e2324,699,8,0,0,0.0,0.38856594203258094,0.03743315508021383,24.0,3,0.0,-0.00030000000000000003,-0.0,-0.0048,1-0-0
ALICEUSDT,1691802000000,2023-08-12,e2324,699,8,0,0,-0.005464480874316946,0.17258288735632998,0.03743315508021383,24.0,3,0.005434782608695565,-0.00030000000000000003,-0.005434782608695565,0.0006347826086955657,0-0-0
ALICEUSDT,1691888400000,2023-08-13,e2324,699,8,0,0,-0.005405405405405461,0.37619378430020306,0.03743315508021383,24.0,3,0.01621621621621605,-0.00030000000000000003,-0.01621621621621605,0.011416216216216048,0-0-0
ALICEUSDT,1691974800000,2023-08-14,e2324,699,9,1,0,0.005319148936170137,1.5679096248327733,0.03743315508021383,24.0,3,0.0478723404255319,-0.00030000000000000003,-0.0478723404255319,0.0430723404255319,1-2-0
ALICEUSDT,1693980000000,2023-09-06,e2324,700,8,0,0,-0.006493506493506551,4.501041030990149,0.026315789473684292,24.0,3,0.013071895424836555,-0.00030000000000000003,-0.013071895424836555,0.008271895424836556,0-2-0
ALICEUSDT,1694653200000,2023-09-14,e2324,700,7,0,0,0.020270270270270396,2.1804592558994758,0.03401360544217691,24.0,3,0.013513513513513598,-0.00030000000000000003,-0.013513513513513598,0.008713513513513599,2-2-0
ALICEUSDT,1694826000000,2023-09-16,e2324,700,7,0,0,0.006535947712418277,1.472051640082127,0.03401360544217691,24.0,3,-0.02580645161290329,-0.00030000000000000003,0.02580645161290329,-0.030606451612903294,1-2-0
ALICEUSDT,1694998800000,2023-09-18,e2324,700,7,0,1,-0.006711409395973145,1.873091866406446,0.03401360544217691,24.0,3,0.01342281879194629,-0.00030000000000000003,-0.01342281879194629,0.00862281879194629,0-2-0
ALICEUSDT,1701651600000,2023-12-04,e2324,703,7,0,1,0.006914433880726101,0.7768967054387795,0.03768624014022781,24.0,3,0.03170522707797763,-0.00101204,-0.03170522707797763,0.026193187077977628,1-1-0
ALICEUSDT,1710000000000,2024-03-09,e2324,706,8,0,1,0.09584513692162422,8.248051744067356,0.09584513692162422,24.0,3,-0.014473684210526305,-0.00310155,0.014473684210526305,-0.022075234210526307,2-2-2
