symbol,d0,era,bucket,day_offset,n_1m_bars,rel_range_med_bp,rel_range_p75_bp,sigma_1m_bp,amihud_bp_per_kusd,zero_vol_minutes,day_turnover_kusd
CLOUDUSDT,2024-07-19,e2324,mature_d60_d66,60,1440.0,18.69508907376373,35.72083414972913,30.807911011905123,7.346490102291,0.0,11483.330923700001
CLOUDUSDT,2024-07-19,e2324,mature_d60_d66,61,1440.0,20.49480354271194,32.77223516312837,22.679608620842835,8.48931803347107,5.0,12174.9265316
CLOUDUSDT,2024-07-19,e2324,mature_d60_d66,62,1440.0,15.883521125398909,24.544905270096052,18.039985922824066,21.442037395403844,23.0,5438.4266644
CLOUDUSDT,2024-07-19,e2324,mature_d60_d66,63,1440.0,17.679000155635826,29.513040281899418,19.376942060636882,15.945175295886179,12.0,6991.600650900001
CLOUDUSDT,2024-07-19,e2324,mature_d60_d66,64,1440.0,9.97133257420418,17.407532435507594,14.076556894604758,31.462972545487254,75.0,2951.788827
CLOUDUSDT,2024-07-19,e2324,mature_d60_d66,65,1440.0,12.373174956693898,22.053418279832645,16.39879268555908,20.19473868550194,40.0,4781.674916999999
CLOUDUSDT,2024-07-19,e2324,mature_d60_d66,66,1440.0,9.310986964617872,19.852217840047604,13.73849346730204,32.39348739917318,71.0,3523.0429374
CLOUSDT,2025-10-17,e2526,listing_d1_d7,1,1440.0,78.47170566027103,125.77134018632381,78.18450984255173,20.44714153930587,0.0,34126.326980800004
CLOUSDT,2025-10-17,e2526,listing_d1_d7,2,1440.0,44.79776178427636,63.29531301650367,39.363095823416025,4.5204279059047385,0.0,18799.0983644
CLOUSDT,2025-10-17,e2526,listing_d1_d7,3,1440.0,34.66204592109153,49.8209885762859,30.01274088183614,6.698575530394627,0.0,10217.6100603
CLOUSDT,2025-10-17,e2526,listing_d1_d7,4,1440.0,41.72352332272362,74.54379198505112,49.68012122220704,5.455828715255824,0.0,21123.179921
CLOUSDT,2025-10-17,e2526,listing_d1_d7,5,1440.0,44.81687237727824,63.452027386124904,38.88162263041121,4.377106663624385,0.0,20339.6995695
CLOUSDT,2025-10-17,e2526,listing_d1_d7,6,1440.0,30.372058407336333,42.829828667580884,26.3890607109235,10.301474749573778,0.0,6973.557669000001
CLOUSDT,2025-10-17,e2526,listing_d1_d7,7,1440.0,32.07984418415692,47.81422439326204,31.013726104222346,13.256927257234253,0.0,8591.9324493
CLOUSDT,2025-10-17,e2526,mature_d60_d66,60,1440.0,19.988007994244366,35.25955352178703,25.372932722671848,261.26801279135384,61.0,1618.0390988000001
CLOUSDT,2025-10-17,e2526,mature_d60_d66,61,1440.0,25.25252525252527,41.95804195804154,29.591880281185365,389.93433349892297,41.0,2014.0936745000001
CLOUSDT,2025-10-17,e2526,mature_d60_d66,62,1440.0,14.917951268025595,29.600416306101405,26.866049278766923,441.44853631351,146.0,1236.6101942999999
CLOUSDT,2025-10-17,e2526,mature_d60_d66,63,1440.0,27.800964570580625,55.48658655969272,55.702536751473225,292.0533077326321,77.0,5168.893627
CLOUSDT,2025-10-17,e2526,mature_d60_d66,64,1440.0,35.41614190723648,78.7947230634977,74.01936680039123,62.02931538182085,21.0,9790.3391442
CLOUSDT,2025-10-17,e2526,mature_d60_d66,65,1440.0,20.01000500250113,35.05257886830277,25.75633794002916,109.64509323405035,41.0,1865.3531726
CLOUSDT,2025-10-17,e2526,mature_d60_d66,66,1440.0,9.74896475165948,19.910417999732367,18.067903592647276,243.45379127319276,181.0,616.4601727
COMBOUSDT,2023-06-08,e2324,listing_d1_d7,1,1440.0,17.471064384248965,26.135250848307795,19.134671790985006,2005.255761064189,51.0,1141.8928213499998
COMBOUSDT,2023-06-08,e2324,listing_d1_d7,2,1440.0,27.210886368523244,39.41996574038862,50.24707597509183,2513.066020590356,18.0,1450.8080346499999
COMBOUSDT,2023-06-08,e2324,listing_d1_d7,3,1440.0,25.380710659899066,37.59903520219173,28.647923100551292,1515.8729914091143,8.0,3632.6044311999995
COMBOUSDT,2023-06-08,e2324,listing_d1_d7,4,1440.0,20.661157024793408,26.528718737153056,19.594508241587445,1875.552075293875,48.0,1134.49177945
COMBOUSDT,2023-06-08,e2324,listing_d1_d7,5,1440.0,15.392508978963013,25.53626149131741,18.91880757555837,1994.1355386232292,116.0,769.5028387
COMBOUSDT,2023-06-08,e2324,listing_d1_d7,6,1440.0,10.515247108307056,20.803537656594735,19.376600220203365,2122.7829431217347,239.0,666.8964879
COMBOUSDT,2023-06-08,e2324,listing_d1_d7,7,1440.0,11.166945840312685,22.0143093010457,14.65944323494912,3220.4394333449686,261.0,230.6914633
COMBOUSDT,2023-06-08,e2324,mature_d60_d66,60,1440.0,8.022464186920923,22.9533282325929,15.820619227415035,2291.1999946595647,303.0,1028.92940185
COMBOUSDT,2023-06-08,e2324,mature_d60_d66,61,1440.0,7.849293563579285,15.73564122738003,11.30281309171378,2343.6655644860693,407.0,602.76092705
COMBOUSDT,2023-06-08,e2324,mature_d60_d66,62,1440.0,7.961783439491336,15.923566878980905,9.296294256870725,2456.614546455113,340.0,387.9817635
COMBOUSDT,2023-06-08,e2324,mature_d60_d66,63,1440.0,0.0,8.23045267489804,7.810661076786152,1875.9838633652796,398.0,186.02726615
COMBOUSDT,2023-06-08,e2324,mature_d60_d66,64,1440.0,0.0,8.156606851550668,7.659344840306199,842.592514202077,475.0,457.20164439999996
COMBOUSDT,2023-06-08,e2324,mature_d60_d66,65,1440.0,0.0,7.955449482896674,10.62250939987615,881.2218486330722,458.0,747.2229279000001
COMBOUSDT,2023-06-08,e2324,mature_d60_d66,66,1440.0,7.62776506483601,15.267175572519097,10.884619564683796,1727.3416385169771,378.0,598.5082071499999
COOKUSDT,2024-12-02,e2324,listing_d1_d7,1,1440.0,42.29075021182646,69.89149136997578,48.4060392560936,56.40875235016057,23.0,9448.080133099998
COOKUSDT,2024-12-02,e2324,listing_d1_d7,2,1440.0,36.841562617866565,56.20246986413962,46.09512755189738,28.75483200008028,2.0,8891.5260669
COOKUSDT,2024-12-02,e2324,listing_d1_d7,3,1440.0,23.27127659574431,36.5236165930772,32.35425673179754,134.91935299577005,57.0,3694.8436022
COOKUSDT,2024-12-02,e2324,listing_d1_d7,4,1440.0,17.012589316093806,30.354131534569916,25.39596999831012,107.47973530947591,185.0,1874.9750973
COOKUSDT,2024-12-02,e2324,listing_d1_d7,5,1440.0,6.377551020407903,18.940888997329655,19.79443476464883,282.92711127374866,424.0,998.0491272
COOKUSDT,2024-12-02,e2324,listing_d1_d7,6,1440.0,9.839291571006486,20.035061776307256,13.820492636878798,101.73263524612456,218.0,939.2834631000001
COOKUSDT,2024-12-02,e2324,listing_d1_d7,7,1440.0,15.01515042204686,26.598393103458495,23.947817097241373,99.0768511975864,4.0,1674.6286524999998
COOKUSDT,2024-12-02,e2324,mature_d60_d66,60,1440.0,4.486316733961234,9.567090855771294,11.42293742899299,314.56128195618015,598.0,338.03057490000003
COOKUSDT,2024-12-02,e2324,mature_d60_d66,61,1440.0,4.542357717840854,13.58849559701408,14.296277135648149,417.24837246119097,518.0,441.4586993
COOKUSDT,2024-12-02,e2324,mature_d60_d66,62,1440.0,11.16694584031222,23.89843326542046,19.817334793586397,388.6975960794499,208.0,858.7921226999999
COOKUSDT,2024-12-02,e2324,mature_d60_d66,63,1440.0,18.903779326468317,34.007848374662856,43.25293519116233,361.63779183121324,171.0,1499.1988192000003
COOKUSDT,2024-12-02,e2324,mature_d60_d66,64,1440.0,12.550989626037495,24.953212726138016,23.48803234194539,254.38883905929555,210.0,718.8632886999999
COOKUSDT,2024-12-02,e2324,mature_d60_d66,65,1440.0,6.34115409004413,18.487137351253146,18.43081052365235,477.61019424775014,398.0,923.0669526
COOKUSDT,2024-12-02,e2324,mature_d60_d66,66,1440.0,6.523157208088449,18.54714596923152,13.40003744629983,1276.1902472871984,379.0,253.00690400000002
CROSSUSDT,2025-07-10,e2526,listing_d1_d7,1,1440.0,114.08406349958197,181.46018559472185,136.10916028213856,4.306888328780627,0.0,60341.574081290004
CROSSUSDT,2025-07-10,e2526,listing_d1_d7,2,1440.0,71.11226253771302,99.75575124440267,59.510501587231154,4.422812051146574,0.0,23564.280725139997
CROSSUSDT,2025-07-10,e2526,listing_d1_d7,3,1440.0,75.77237331515005,114.2473436629475,70.63323834578829,4.09815291358336,0.0,31803.08222859
CROSSUSDT,2025-07-10,e2526,listing_d1_d7,4,1440.0,70.668429392743,101.92518985353217,57.78703008119097,4.028214180074991,0.0,31556.157888800004
CROSSUSDT,2025-07-10,e2526,listing_d1_d7,5,1440.0,80.44115054849885,115.85246358535137,67.2559446294841,1.256280007465996,0.0,109923.43027109
CROSSUSDT,2025-07-10,e2526,listing_d1_d7,6,1440.0,52.52521462713154,74.19430541116128,50.08407718580715,2.0797401843627976,0.0,41596.11486057
CROSSUSDT,2025-07-10,e2526,listing_d1_d7,7,1440.0,72.5934035529082,110.78907053445629,74.16344309876624,1.2961894299161894,0.0,151954.46149605
CROSSUSDT,2025-07-10,e2526,mature_d60_d66,60,1440.0,11.890566523310035,21.16974304309949,17.289868655352354,183.78209049888147,100.0,853.82022426
CROSSUSDT,2025-07-10,e2526,mature_d60_d66,61,1440.0,12.119477371260015,19.620337883383254,14.837000323879241,197.98323463446383,126.0,773.6799228100001
CROSSUSDT,2025-07-10,e2526,mature_d60_d66,62,1440.0,8.449514491322537,16.08347692149542,15.043800495983955,233.01195560273706,173.0,612.0948944200001
CROSSUSDT,2025-07-10,e2526,mature_d60_d66,63,1440.0,20.58121695551512,36.008640104827535,25.871004175184783,144.1375506958044,88.0,2639.3508643200003
CROSSUSDT,2025-07-10,e2526,mature_d60_d66,64,1440.0,7.872059687413974,15.80322811736516,12.889704880853294,232.95213680283285,204.0,694.4213746199999
CROSSUSDT,2025-07-10,e2526,mature_d60_d66,65,1440.0,9.62247475644564,18.402229356153185,15.133020203372626,234.72526318595203,203.0,1017.7416233299998
CROSSUSDT,2025-07-10,e2526,mature_d60_d66,66,1440.0,13.08820891799548,23.567424959572847,18.673514866531853,287.2618764458951,173.0,478.07094874
CUSDT,2025-07-15,e2526,listing_d1_d7,1,1440.0,72.7686195384648,103.03970786023686,63.59819386622252,5.373806929266,0.0,23995.42594583
CUSDT,2025-07-15,e2526,listing_d1_d7,2,1440.0,59.435351542270375,86.42964144489392,55.795911424967706,4.808284397557477,0.0,19710.45422563
CUSDT,2025-07-15,e2526,listing_d1_d7,3,1440.0,126.93795925218895,210.29806730046064,133.9435642234056,2.289462189784605,0.0,396965.18057258
CUSDT,2025-07-15,e2526,listing_d1_d7,4,1440.0,58.30512468484688,85.3706429608525,49.34574117902443,0.7452117064845049,0.0,100305.33924339
CUSDT,2025-07-15,e2526,listing_d1_d7,5,1440.0,48.2957292402579,74.56815458549724,49.65567921612587,1.26529110731335,0.0,54342.23055161
CUSDT,2025-07-15,e2526,listing_d1_d7,6,1440.0,44.621248593371824,66.95604533314389,39.108067377018756,2.347447866844262,0.0,30602.905210619996
CUSDT,2025-07-15,e2526,listing_d1_d7,7,1440.0,65.17880017677781,94.19744412317063,54.851363466654966,1.5570389387356933,0.0,58769.33578515
