symbol,d0,era,pump01,crowd7d,d0_bars,funding_events_d0_d7
ICPUSDT,2021-09-15,e2122,-0.0020650490449147796,1,16,22
ICXUSDT,2022-04-13,e2122,0.0076195480819758465,6,13,22
IDEXUSDT,2023-05-23,e2324,-0.06911057692307687,2,15,23
IDUSDT,2023-03-24,e2324,-0.12562257885998906,2,14,24
IGUUSDT,2023-12-06,e2324,0.28993556987336144,0,14,23
ILVUSDT,2021-11-26,e2122,0.05572049989643024,13,15,22
IMXUSDT,2021-11-24,e2122,0.12585978037890655,10,17,23
INITUSDT,2025-04-14,e2526,-0.30949367088607604,5,13,45
INJUSDT,2022-08-17,e2122,-0.12410736271854228,0,17,24
INTCUSDT,2026-04-22,e2526,0.18441289559301977,5,15,23
INUSDT,2025-08-07,e2526,0.14602076124567476,4,14,46
INXUSDT,2026-01-29,e2526,-0.23974729241877246,4,15,46
IOSTUSDT,2021-10-12,e2122,0.07197043376774959,10,21,23
IOTAUSDT,2021-12-29,e2122,-0.05038371705038369,2,13,22
IOTXUSDT,2021-11-12,e2122,0.3147433995846929,5,19,23
IOUSDT,2024-06-11,e2324,0.6915083135391924,5,10,23
IPUSDT,2025-02-07,e2526,-0.3773119605425401,1,12,45
IRENUSDT,2026-06-09,e2526,-0.15871696858899786,15,15,23
IRYSUSDT,2025-11-27,e2526,-0.19774290946889073,3,18,47
IWMUSDT,2026-05-14,e2526,-0.014169611307420449,11,16,23
JAILSTOOLUSDT,2025-02-14,e2526,-0.1979480989740494,8,14,46
JASMYUSDT,2022-01-19,e2122,-0.01023391812865504,4,15,22
JCTUSDT,2025-11-17,e2526,-0.05729564553093969,5,14,46
JELLYJELLYUSDT,2025-01-30,e2526,-0.7228088701161564,3,18,47
JOEUSDT,2023-03-29,e2324,0.09848002184399762,2,16,24
JSTUSDT,2022-02-25,e2122,0.1001885902876003,5,15,22
JTOUSDT,2023-12-08,e2324,0.14793303723949425,2,20,24
JUPUSDT,2024-01-31,e2324,-0.11745799853907968,3,7,22
JUSDT,2025-01-22,e2526,-0.40617005267118134,8,12,45
KAIAUSDT,2024-11-01,e2324,-0.06318082788671009,2,15,23
KAITOUSDT,2025-02-20,e2526,0.22906956671845324,6,11,89
KASUSDT,2023-08-04,e2324,0.015037593984962294,4,13,23
KATUSDT,2026-03-02,e2526,-0.3512938674228997,1,16,47
KAVAUSDT,2022-01-10,e2122,0.1375351452671041,4,13,22
KDAUSDT,2022-03-15,e2122,0.024824432467744684,2,17,23
KEEPUSDT,2021-11-16,e2122,-0.06444879321591646,3,22,23
KERNELUSDT,2025-04-14,e2526,-0.30764688514909955,5,12,45
KEYUSDT,2023-05-29,e2324,0.20210405782580687,1,14,23
KGENUSDT,2025-10-07,e2526,-0.16065232477446223,5,9,45
KITEUSDT,2025-10-29,e2526,0.16848920863309358,8,11,87
KLACUSDT,2026-06-26,e2526,-0.015569430174662169,15,16,23
KLAYUSDT,2021-12-10,e2122,0.029612756264236983,7,16,23
KMNOUSDT,2024-10-09,e2324,0.16564488143435518,2,14,23
KNCUSDT,2022-01-10,e2122,-0.007763401109057266,4,14,22
KOMAUSDT,2024-12-10,e2324,-0.1704109589041095,7,10,23
KORUUSDT,2026-06-24,e2526,0.15487882147948673,11,16,24
KSMUSDT,2021-10-12,e2122,0.15941111287003307,10,21,23
KUSDT,2025-08-08,e2526,-0.31966322650733303,6,16,46
L3USDT,2024-07-31,e2324,-0.18283106960950768,3,15,23
LABUSDT,2025-10-27,e2526,-0.15087890625,7,15,46
LAIUSDT,2024-04-26,e2324,-0.0009000900090007091,2,11,23
LAUNCHCOINUSDT,2025-05-14,e2526,0.15336968606067014,3,14,46
LAUSDT,2025-06-05,e2526,-0.0922265212803377,1,18,182
LDOUSDT,2022-07-21,e2122,0.03653585926928282,1,17,23
LEVERUSDT,2023-06-05,e2324,-0.0450928381962864,1,12,23
LFTUSDT,2024-05-16,e2324,0.3821584126472011,5,8,22
LIGHTUSDT,2025-09-27,e2526,0.05821955215729102,6,11,45
LINAUSDT,2022-04-20,e2122,-0.13503422526446807,2,12,22
LINEAUSDT,2025-09-01,e2526,-0.33782757311052036,4,14,46
LISTAUSDT,2024-06-21,e2324,-0.15884279475982543,4,13,23
LITEUSDT,2026-05-12,e2526,-0.00027866127280939956,10,16,23
LITUSDT,2025-12-30,e2526,-0.06684210526315792,3,11,46
LLYUSDT,2026-05-14,e2526,-0.011899848672444646,11,16,23
LOOKSUSDT,2022-01-24,e2122,0.07983682983682994,3,13,22
LOOMUSDT,2023-09-21,e2324,0.7819591141396933,2,13,23
LPTUSDT,2021-12-13,e2122,-0.09165526675786584,8,14,22
LQTYUSDT,2023-03-13,e2324,0.1615925058548009,1,14,23
LRCUSDT,2021-11-11,e2122,-0.07755349825466684,3,21,23
LRCXUSDT,2026-06-24,e2526,0.05567157471780915,11,16,24
LSKUSDT,2024-01-03,e2324,-0.1661538461538462,1,14,23
LTOUSDT,2024-04-01,e2324,-0.12038095238095248,5,10,23
LUCEUSDT,2024-11-19,e2324,-0.2910256410256411,11,15,23
LUMIAUSDT,2024-10-25,e2324,0.018617021276595924,3,15,23
LUNA2USDT,2022-05-31,e2122,-0.26577546165175037,2,14,22
LUNAUSDT,2021-10-11,e2122,-0.06539272862638057,4,20,23
LYNUSDT,2025-10-06,e2526,-0.158200290275762,6,16,46
MAGICUSDT,2022-12-13,e2122,-0.20579248040387943,0,18,24
MAGMAUSDT,2025-12-26,e2526,0.0317424069422243,1,17,47
MAJORUSDT,2024-11-19,e2324,0.08500108500108494,11,18,24
MANAUSDT,2021-11-08,e2122,-0.04888059701492542,0,18,23
MANEKIUSDT,2024-06-26,e2324,0.2262697022767075,6,15,23
MANTAUSDT,2024-01-18,e2324,-0.06378086170727781,2,12,23
MAPOUSDT,2024-05-23,e2324,-0.028887784796649996,4,16,23
MASAUSDT,2024-05-21,e2324,0.1654802434746725,6,14,23
MASKUSDT,2021-12-03,e2122,-0.21880172128434294,13,16,23
MATICUSDT,2021-06-29,e2122,0.017899240373701275,4,18,23
MAVIAUSDT,2024-02-07,e2324,0.21036585365853666,3,13,23
MAVUSDT,2023-06-28,e2324,-0.23450678401173453,0,13,23
MAXUSDT,2024-08-06,e2324,-0.07699825273195726,1,15,23
MBLUSDT,2023-11-14,e2324,-0.06690296854231281,1,12,23
MBOXUSDT,2024-01-19,e2324,0.1283201103828906,4,15,23
MCUSDT,2023-08-15,e2324,-0.17171381951934517,2,14,23
MDTUSDT,2023-06-30,e2324,0.055116450627041846,1,14,23
MEGAUSDT,2025-10-23,e2526,-0.13551779935275077,7,12,45
MELANIAUSDT,2025-01-20,e2526,-0.6137143917602301,8,19,47
MEMEFIUSDT,2024-11-13,e2324,0.08046244568590932,6,16,23
MEMEUSDT,2023-11-03,e2324,0.12382655341975846,4,12,23
MERLUSDT,2024-04-19,e2324,-0.015259818488474908,2,12,23
METAUSDT,2026-04-27,e2526,-0.005769401461581669,7,15,23
METISUSDT,2024-01-03,e2324,0.06765840220385666,1,13,23
METUSDT,2025-10-10,e2526,-0.06786982248520712,4,13,46
MEUSDT,2024-11-26,e2324,-0.0996103896103896,5,15,23
MEWUSDT,2024-04-23,e2324,0.2216595247370472,3,11,23
MICHIUSDT,2025-01-27,e2526,-0.10858641031243166,5,14,47
MILKUSDT,2025-05-06,e2526,-0.15850622406639003,4,13,46
MINAUSDT,2022-04-07,e2122,-0.016353725015142317,4,13,22
MIRAUSDT,2025-09-26,e2526,-0.23275590551181102,5,12,177
MITOUSDT,2025-08-29,e2526,-0.1855093605640652,4,14,46
MKRUSDT,2022-02-15,e2122,0.04345691136754226,3,13,22
MLNUSDT,2025-04-09,e2526,-0.04454955450445486,2,16,46
MMTUSDT,2025-10-27,e2526,-0.1952173913043479,7,13,46
MNTUSDT,2023-10-02,e2324,-0.003706485137721316,0,18,24
MOBILEUSDT,2024-02-22,e2324,-0.08372553876641065,4,12,23
MOCAUSDT,2024-07-12,e2324,-0.014992503748125996,1,14,23
MONUSDT,2025-11-25,e2526,0.4459542927733169,2,20,24
MOODENGUSDT,2024-10-01,e2324,-0.07927476130774425,4,16,24
MORPHOUSDT,2024-11-22,e2324,-0.2493601462522852,8,15,23
MOTHERUSDT,2024-08-09,e2324,-0.2014459835567357,4,14,23
MOVEUSDT,2024-12-09,e2324,0.05005704506560171,6,12,23
MOVRUSDT,2023-11-23,e2324,-0.015992892047978713,5,14,23
MRVLUSDT,2026-05-13,e2526,0.08571091723650093,10,16,23
MSFTUSDT,2026-04-27,e2526,0.008786187077473917,7,16,23
MSTRUSDT,2026-04-29,e2526,-0.007976968751874147,10,16,23
MTLUSDT,2022-04-13,e2122,-0.08881149325206794,6,13,22
MUBARAKUSDT,2025-03-17,e2526,0.21275906735751282,5,16,47
MULTIUSDT,2023-09-20,e2324,-0.04561670079936586,1,15,23
MUSDT,2025-07-08,e2526,0.5779186476492342,2,15,144
MUUSDT,2026-05-07,e2526,0.14624882728565813,7,16,23
MVLLUSDT,2026-06-30,e2526,-0.06953773212169101,15,14,23
MVLUSDT,2024-11-29,e2324,-0.08214394169450345,5,16,23
MYRIAUSDT,2023-12-15,e2324,-0.10043031649083844,3,13,23
MYROUSDT,2024-01-19,e2324,-0.09390298175344902,4,14,43
MYXUSDT,2025-08-05,e2526,0.2966923846826752,4,15,183
NAORISUSDT,2025-07-31,e2526,-0.24759309718437794,6,12,45
NBISUSDT,2026-05-26,e2526,0.05514854600206753,5,16,23
NCUSDT,2025-01-17,e2526,-0.077162747675381,6,14,46
NEARUSDT,2021-10-11,e2122,-0.04703262151185639,4,20,23
NEIROETHUSDT,2024-08-15,e2324,-0.30221850146504825,1,15,23
NEOUSDT,2022-01-30,e2122,-0.007060010085728541,4,19,23
NEWTUSDT,2025-06-20,e2526,0.08699029126213587,2,14,106
NFPUSDT,2023-12-27,e2324,-0.2116876400620582,2,12,23
NIGHTUSDT,2025-12-09,e2526,0.8093629343629345,2,13,181
NILUSDT,2025-03-20,e2526,0.00022222222222212373,5,11,45
NKNUSDT,2023-02-21,e2324,-0.03379780610732297,4,16,23
NMRUSDT,2023-09-04,e2324,-0.1643998336995901,1,17,24
NODEUSDT,2025-09-04,e2526,-0.17334375610709407,5,14,46
NOKIAUSDT,2026-06-05,e2526,-0.13795928656960987,12,16,23
NOMUSDT,2025-10-01,e2526,-0.05646142613774652,10,16,46
NOTUSDT,2024-05-16,e2324,0.06222222222222218,5,8,37
NOWUSDT,2026-06-04,e2526,-0.056611780682396806,7,15,23
NSUSDT,2024-12-20,e2324,0.1033980582524272,7,16,23
NTRNUSDT,2023-10-10,e2324,-0.24713193116634802,4,11,23
NULSUSDT,2024-08-27,e2324,-0.12640033819488483,5,14,23
NVDAUSDT,2026-05-06,e2526,0.06295217041800649,4,15,23
NXPCUSDT,2025-05-15,e2526,0.05556933763334149,3,18,47
NYANUSDT,2024-05-29,e2324,0.05391467416783868,5,15,23
OBOLUSDT,2025-05-07,e2526,-0.2915636163781259,3,13,46
OBTUSDT,2025-04-25,e2526,-0.05037593984962396,3,13,46
OCEANUSDT,2022-02-23,e2122,-0.09314954051796165,2,12,22
OGNUSDT,2022-03-19,e2122,0.05315011667098779,5,15,22
OGUSDT,2023-08-28,e2324,0.03229770461395787,2,12,23
OKBUSDT,2025-09-11,e2526,0.0342056459921698,3,12,46
OLUSDT,2024-11-21,e2324,-0.1068265682656826,8,14,23
OMGUSDT,2021-10-12,e2122,0.06678045658203535,10,21,23
OMNIUSDT,2024-04-17,e2324,-0.21646933533796897,2,10,23
OMUSDT,2024-03-18,e2324,0.07302122563464186,7,13,23
ONDOUSDT,2024-01-23,e2324,0.21378008494572898,5,15,23
ONDSUSDT,2026-06-09,e2526,-0.1333333333333333,15,15,23
ONEUSDT,2021-10-25,e2122,0.11440064360418334,7,17,23
ONGUSDT,2023-11-28,e2324,-0.1254736842105263,7,14,23
ONTUSDT,2022-06-06,e2122,-0.04725274725274731,3,15,22
OPENUSDT,2025-09-08,e2526,0.014563990533406068,4,11,45
OPGUSDT,2026-04-23,e2526,-0.14537037037037048,4,18,47
OPNUSDT,2026-02-11,e2526,-0.2680871362696773,2,14,46
OPUSDT,2022-06-01,e2122,-0.018771874005726885,2,15,22
ORBSUSDT,2023-10-13,e2324,0.47973238882329805,6,16,27
ORCAUSDT,2024-04-01,e2324,-0.10325183954426775,5,10,23
ORCLUSDT,2026-05-06,e2526,0.017080745341614856,4,15,23
ORDERUSDT,2024-08-27,e2324,-0.20019870839542975,5,14,23
ORDIUSDT,2023-05-22,e2324,-0.07002746174970575,1,16,24
ORNUSDT,2024-03-11,e2324,0.04009216589861753,2,15,23
OSMOUSDT,2024-05-30,e2324,-0.031433506044905135,4,14,23
OUSDT,2026-06-23,e2526,0.30494505494505497,6,20,47
OXTUSDT,2023-08-10,e2324,0.0036900369003691758,4,16,24
PARTIUSDT,2025-03-25,e2526,0.02790279027902809,5,11,45
PAXGUSDT,2022-03-15,e2122,-0.0051679586563307955,2,16,22
PEAQUSDT,2024-11-19,e2324,-0.24695009242144184,11,15,23
PENDLEUSDT,2023-07-05,e2324,0.012760477639897072,2,14,23
PENGUSDT,2024-05-27,e2324,0.8124288641019803,6,11,23
PENGUUSDT,2024-12-17,e2324,-0.2903290129611167,6,10,45
PEOPLEUSDT,2021-12-29,e2122,0.0032245062474809405,2,13,22
PERPUSDT,2023-09-06,e2324,0.5428218610579987,3,16,24
PHAROSUSDT,2026-05-14,e2526,-0.06528033693077118,11,15,46
PHAUSDT,2024-05-31,e2324,0.0000521376433786358,6,14,23
PHBUSDT,2023-05-18,e2324,-0.12755527743012096,0,15,23
PIEVERSEUSDT,2025-11-14,e2526,1.548318245381615,2,11,45
PIGGYUSDT,2025-10-29,e2526,-0.02410214719525594,8,12,45
PIPPINUSDT,2025-01-17,e2526,-0.2331989618421778,6,15,23
PIRATEUSDT,2024-07-22,e2324,0.015242080095636545,5,13,23
PIXELUSDT,2024-02-20,e2324,-0.09765421372719374,3,13,23
PIXFIUSDT,2024-08-08,e2324,0.013058764439979997,3,15,23
PLAYSOUTUSDT,2026-01-20,e2526,-0.036480952971832736,2,14,46
PLTRUSDT,2026-04-29,e2526,0.0004959965988804438,10,16,23
PLUMEUSDT,2025-01-24,e2526,-0.004160363086233132,6,15,46
PNUTUSDT,2024-11-11,e2324,0.16224730900498807,3,15,23
POLUSDT,2024-09-05,e2324,-0.025545502927088903,3,15,23
POLYXUSDT,2023-10-24,e2324,-0.08643042350907515,4,15,23
PONKEUSDT,2024-06-07,e2324,0.059460396898149304,5,14,23
POPCATUSDT,2024-03-28,e2324,0.01689612015018782,2,15,23
PORTALUSDT,2024-03-01,e2324,-0.08028390496833693,1,18,24
POWERUSDT,2025-12-29,e2526,0.004850836769342726,1,14,46
POWRUSDT,2023-10-24,e2324,0.3112897332846183,4,15,23
PRAIUSDT,2025-05-19,e2526,0.0018619662363454914,4,16,46
PRCLUSDT,2024-07-17,e2324,-0.0026933435936900008,2,14,23
PRIMEUSDT,2024-09-30,e2324,0.022413293401603696,3,16,23
PRLUSDT,2026-03-27,e2526,-0.040043883708173356,2,19,47
PROMPTUSDT,2025-04-10,e2526,1.2298251915708813,1,10,45
PROMUSDT,2023-09-05,e2324,0.01959114139693341,2,16,23
PROSUSDT,2024-11-15,e2324,-0.18563463430632987,8,14,23
PROVEUSDT,2025-08-05,e2526,0.8396766588076794,4,7,44
PTBUSDT,2025-09-03,e2526,0.2594142259414225,5,11,45
PUFFERUSDT,2024-10-14,e2324,0.7041381557510591,3,11,23
PUMPFUNUSDT,2025-07-10,e2526,-0.005204460966542812,5,19,47
PUMPUSDT,2025-04-11,e2526,1.5850340136054424,2,15,46
PUNDIXUSDT,2025-04-30,e2526,-0.17993932499051946,6,12,46
PUNDUUSDT,2024-03-28,e2324,-0.07031828275351593,2,11,23
PYRUSDT,2024-10-07,e2324,-0.05297532656023218,3,15,23
PYTHUSDT,2023-11-21,e2324,0.13408420488066497,3,17,24
QCOMUSDT,2026-05-26,e2526,-0.05721149930776126,5,16,23
QIUSDT,2023-12-12,e2324,-0.16595744680851066,4,15,23
QNTUSDT,2023-06-19,e2324,-0.003794308537194313,0,15,23
QNTXUSDT,2026-06-09,e2526,-0.15255921815471263,15,15,23
QQQUSDT,2026-05-07,e2526,0.021848594832656554,7,15,23
QTUMUSDT,2021-12-13,e2122,-0.03251179863660203,8,14,22
QUICKUSDT,2024-09-10,e2324,0.0657799274486095,2,15,23
QUSDT,2025-09-12,e2526,0.5227212506624273,6,12,46
RADUSDT,2023-06-08,e2324,-0.07626208378088084,4,15,23
RAREUSDT,2023-11-27,e2324,0.21435406698564607,6,15,23
RAVEUSDT,2025-12-15,e2526,-0.0388466032909075,4,18,47
RAYDIUMUSDT,2024-06-04,e2324,0.056450206383349855,6,15,23
RAYUSDT,2022-02-15,e2122,0.006720430107526765,3,15,22
RDNTUSDT,2023-04-17,e2324,0.04470750488449604,0,15,23
RECALLUSDT,2025-10-15,e2526,-0.35106171859495927,5,12,45
REDUSDT,2025-02-26,e2526,0.2792792792792793,2,14,46
REEFUSDT,2022-02-15,e2122,0.00919732441471588,3,14,22
RENDERUSDT,2024-07-26,e2324,-0.005534204458109038,5,16,23
RENUSDT,2021-12-24,e2122,-0.05353476092695797,1,20,23
REQUSDT,2021-12-06,e2122,0.012612268297343965,14,15,22
RESOLVUSDT,2025-06-10,e2526,0.6560077519379846,4,11,45
REUSDT,2026-06-18,e2526,1.0995752713544125,4,10,45
REXUSDT,2025-01-09,e2526,-0.09469254150105222,7,14,23
REZUSDT,2024-05-08,e2324,0.030598052851182,0,13,23
RFCUSDT,2025-04-14,e2526,-0.18611111111111112,5,16,47
RHEAUSDT,2025-08-06,e2526,0.010513865159679225,5,13,46
RIFSOLUSDT,2024-11-18,e2324,-0.33532414988922066,8,14,23
RIFUSDT,2023-10-23,e2324,0.10171017101710156,2,14,23
RIVERUSDT,2025-10-22,e2526,0.34201052340072,5,12,45
RKLBUSDT,2026-05-20,e2526,0.009163346613545897,10,16,23
RLCUSDT,2023-03-22,e2324,0.10687991876110692,2,15,23
RLSUSDT,2025-12-02,e2526,-0.21215793193981625,1,14,46
RLUSDUSDT,2025-09-26,e2526,-0.003195845400978836,5,10,45
RNDRUSDT,2021-12-01,e2122,0.035381750465549144,13,12,22
ROAMUSDT,2025-03-07,e2526,-0.2424075096631696,2,14,46
ROBOUSDT,2026-02-25,e2526,0.08452763966071952,0,14,46
RONINUSDT,2025-02-13,e2526,0.027395026498165498,6,17,47
RONUSDT,2024-02-20,e2324,-0.05022831050228316,3,13,23
ROSEUSDT,2022-01-14,e2122,0.1482758620689657,4,13,22
RPLUSDT,2023-03-01,e2324,-0.08564310183743384,3,14,23
RSRUSDT,2021-12-01,e2122,0.04494382022471921,13,11,22
RSS3USDT,2022-02-23,e2122,-0.1765253223448091,2,13,22
RUNEUSDT,2021-11-29,e2122,0.04976744186046522,13,13,22
RVNUSDT,2022-01-06,e2122,-0.06476683937823835,2,14,22
SAFEUSDT,2024-04-29,e2324,-0.09490575649516053,3,12,23
SAGAUSDT,2024-04-09,e2324,-0.08642233024185131,3,12,23
SAHARAUSDT,2025-06-20,e2526,0.015315315315315159,2,11,69
SAMSUNGUSDT,2026-06-04,e2526,-0.1713164225720677,7,21,24
SANDUSDT,2021-11-01,e2122,0.7890251021599533,1,15,22
SAPIENUSDT,2025-08-20,e2526,0.38963198611814054,3,6,44
SAROSUSDT,2025-05-20,e2526,0.08848859378081642,4,16,46
SCAUSDT,2024-03-13,e2324,0.0045620437956204185,4,14,23
SCRTUSDT,2022-03-30,e2122,-0.027371925282041687,6,12,22
SCRUSDT,2024-10-10,e2324,-0.2424050632911392,3,17,23
SCUSDT,2021-12-01,e2122,0.05385288966725055,13,12,22
SDUSDT,2024-11-14,e2324,-0.055762576523822105,8,15,23
SEIUSDT,2023-08-16,e2324,-0.21035494817940015,6,20,24
SENDUSDT,2024-12-13,e2324,0.12901552484345458,5,14,23
SENTUSDT,2025-11-15,e2526,-0.12613333333333332,3,16,46
SERAPHUSDT,2025-03-11,e2526,-0.044160132067684765,3,16,46
SFPUSDT,2021-11-26,e2122,0.07564714752450374,13,15,23
SHELLUSDT,2025-02-17,e2526,-0.1965357571600067,6,16,46
SHIB1000USDT,2021-10-20,e2122,-0.018729932215483358,1,17,23
SIGNUSDT,2025-04-28,e2526,0.30443209717017705,5,13,166
SILLYUSDT,2023-12-27,e2324,-0.06983883346124331,2,10,23
SIRENUSDT,2025-03-22,e2526,-0.22580645161290325,5,21,48
SKATEUSDT,2025-06-09,e2526,-0.36188436830835125,3,14,46
SKHYNIXUSDT,2026-06-04,e2526,-0.132030028591952,7,21,24
SKLUSDT,2022-03-23,e2122,0.0372918175235335,5,15,22
SKRUSDT,2026-01-20,e2526,0.8964545454545456,2,13,45
SKYAI1USDT,2026-05-25,e2526,-0.269326270485019,6,15,46
SKYAIUSDT,2025-05-13,e2526,0.31068283768067784,3,14,46
SKYUSDT,2025-08-11,e2526,-0.030996052937079077,7,16,46
SLERFUSDT,2024-03-18,e2324,0.4799036858677532,7,12,23
SLFUSDT,2024-09-03,e2324,-0.15791251477790913,1,15,23
SLPUSDT,2021-11-18,e2122,0.012381534698868712,4,17,23
SLXUSDT,2026-06-01,e2526,-0.2263617071445413,5,16,46
SMCIUSDT,2026-06-24,e2526,0.004464285714285587,11,16,24
SNDKUSDT,2026-04-28,e2526,0.03501395278678632,9,16,23
SNTUSDT,2023-11-02,e2324,0.0203222262907361,1,13,23
SNXUSDT,2021-12-13,e2122,-0.03557838660578394,8,14,22
SOLAYERUSDT,2025-02-11,e2526,-0.03809990205680702,5,10,140
SOLOUSDT,2024-12-26,e2324,0.10144194282823182,8,14,23
SOLUSDT,2021-10-15,e2122,0.050276353466071955,11,24,24
SOLVUSDT,2025-01-17,e2526,-0.2861729744500615,6,14,46
SOMIUSDT,2025-09-02,e2526,0.05407303370786498,5,10,45
SONICUSDT,2025-01-07,e2526,0.10150516233362361,4,12,177
SOONUSDT,2025-05-23,e2526,-0.2632453387483846,5,15,46
SOPHUSDT,2025-05-28,e2526,-0.22220697227559705,6,11,177
SOSOUSDT,2025-06-26,e2526,0.02733439744612931,3,13,46
SOXLUSDT,2026-05-19,e2526,0.17008635578583764,12,15,23
SPACEUSDT,2026-01-23,e2526,-0.0412719891745601,6,12,45
SPCXUSDT,2026-06-15,e2526,0.19882530821121192,5,15,23
SPECUSDT,2024-05-27,e2324,0.24575682382134012,6,16,23
SPELLUSDT,2021-12-13,e2122,-0.15500376222723844,8,15,22
SPKUSDT,2025-06-17,e2526,-0.15159755268524822,2,15,46
SPORTFUNUSDT,2026-01-19,e2526,-0.19374159638186028,0,15,46
SPXUSDT,2024-10-29,e2324,-0.10509254418069647,3,16,23
SPYUSDT,2026-05-14,e2526,-0.012768007708985785,11,15,23
SQDUSDT,2025-06-11,e2526,0.06795302013422821,5,13,46
SQQQUSDT,2026-06-30,e2526,0.00026308866087876304,15,14,23
SRMUSDT,2021-10-11,e2122,-0.0197308245132628,4,20,23
SSVUSDT,2023-03-01,e2324,-0.07687113111986488,3,14,23
STABLEUSDT,2025-11-06,e2526,-0.022141560798548232,1,11,45
STBLUSDT,2025-09-17,e2526,0.4032168948370065,7,14,46
STEEMUSDT,2023-10-25,e2324,-0.25095188646590505,5,16,24
STGUSDT,2022-08-26,e2122,-0.2256335282651073,0,16,24
STMXUSDT,2022-03-28,e2122,-0.08197847492557819,6,14,22
STORJUSDT,2021-11-22,e2122,0.06971849513285977,4,16,22
STOUSDT,2025-04-16,e2526,-0.02408694800744149,6,14,46
STPTUSDT,2023-10-04,e2324,0.2642322097378276,2,14,23
STRAXUSDT,2023-10-09,e2324,0.3339130434782609,2,14,23
STRKUSDT,2024-02-20,e2324,-0.29385474860335203,3,10,23
STXUSDT,2021-12-03,e2122,-0.0969305331179321,13,16,23
STXXUSDT,2026-06-25,e2526,-0.16083550426249105,12,16,23
SUIUSDT,2023-05-03,e2324,0.0561920132291327,1,11,23
SUNDOGUSDT,2024-08-26,e2324,0.06619663141402254,5,15,24
SUNUSDT,2022-02-25,e2122,0.028029322984044924,5,16,23
SUPERUSDT,2023-11-23,e2324,0.07432110528823244,5,14,23
SUSDT,2025-01-15,e2526,0.07982322883579629,4,15,23
SUSHIUSDT,2021-11-30,e2122,0.013929815162068149,13,24,24
SWARMSUSDT,2025-01-06,e2526,0.40541343554089804,2,16,23
SWEATUSDT,2022-11-04,e2122,0.15198863636363646,0,18,24
SWELLUSDT,2024-11-07,e2324,0.6515648286140088,2,13,23
SXPUSDT,2021-12-08,e2122,-0.06285886974916899,9,14,22
SXTUSDT,2025-05-03,e2526,-0.21764705882352942,5,16,46
SYNUSDT,2024-08-20,e2324,-0.0499660095173351,3,14,23
SYRUPUSDT,2025-05-19,e2526,0.09457236842105265,4,17,47
SYSUSDT,2024-08-20,e2324,-0.020460358056266004,3,14,23
TACUSDT,2025-07-15,e2526,-0.3659127625201939,7,13,46
TAIKOUSDT,2024-06-05,e2324,0.29983843461089665,6,9,23
TAIUSDT,2024-11-14,e2324,0.047215647190731236,8,14,23
TANSSIUSDT,2025-07-09,e2526,0.18863157894736848,3,12,45
TAOUSDT,2024-01-30,e2324,0.14055209953343706,1,14,23
TAUSDT,2025-07-21,e2526,-0.27475592747559274,6,15,46
THETAUSDT,2021-08-31,e2122,0.0592261904761906,4,11,22
THEUSDT,2024-11-27,e2324,0.9464454976303318,7,15,23
TIAUSDT,2023-10-31,e2324,0.18870824987189638,1,7,22
TLMUSDT,2021-11-22,e2122,0.14277251184834117,4,16,22
TNSRUSDT,2024-04-09,e2324,-0.13537486800422383,3,13,23
TOKENUSDT,2023-11-03,e2324,-0.038644067796610115,4,11,23
TOMIUSDT,2023-10-10,e2324,0.1613452532992763,4,15,23
TOMOUSDT,2022-04-28,e2122,-0.08697303456133687,3,15,22
TONUSDT,2023-08-31,e2324,0.13816601069141754,2,17,24
TOWNSUSDT,2025-08-05,e2526,-0.1560633601661906,4,10,45
TQQQUSDT,2026-06-24,e2526,0.027689454160042315,11,16,24
TRBUSDT,2022-06-10,e2122,0.26492391728443243,2,15,22
TREEUSDT,2025-07-29,e2526,-0.3603482113830927,6,10,45
TRIAUSDT,2026-02-05,e2526,0.08476887414208445,0,14,46
TROYUSDT,2024-11-13,e2324,-0.11622481442205723,6,15,23
TRUMPUSDT,2025-01-18,e2526,0.9280165289256199,7,14,46
TRUSTUSDT,2025-11-14,e2526,-0.0020668782756330106,2,12,51
TRUTHUSDT,2025-10-01,e2526,0.03475327528045824,10,10,45
TRUUSDT,2023-03-09,e2324,-0.06362815884476536,1,16,24
TRXUSDT,2021-08-31,e2122,0.07017543859649122,4,11,22
TSLAUSDT,2026-04-21,e2526,-0.018900038104915584,2,12,23
TSMUSDT,2026-04-22,e2526,0.037497298465528406,5,15,23
TSTBSCUSDT,2025-02-09,e2526,-0.6203009238086528,2,13,46
TURTLEUSDT,2025-10-22,e2526,-0.1527377521613833,5,9,150
TUSDT,2023-03-06,e2324,-0.0744500846023689,3,14,23
TUTUSDT,2025-03-19,e2526,0.40774397471355206,5,14,46
TWTUSDT,2022-11-18,e2122,-0.0120126926563916,0,20,24
UAIUSDT,2025-11-17,e2526,0.01029866117404743,5,14,46
UBUSDT,2025-09-12,e2526,1.508363510950164,6,15,46
UMAUSDT,2023-06-08,e2324,-0.025395033860045158,4,15,23
UNFIUSDT,2022-05-30,e2122,-0.02208803432385198,1,14,22
UNIUSDT,2021-11-30,e2122,0.03488429466620624,13,24,24
UROUSDT,2024-12-13,e2324,-0.32295819935691317,5,14,23
USARUSDT,2026-06-23,e2526,-0.034482758620689724,6,15,23
USD1USDT,2025-07-16,e2526,0.01051673576701373,8,13,46
