ts_ms,equity,drawdown,basket_return,date,segment,equity_stitched
1600218000000,1.1449981970928855,0.0,0.0,2020-09-16,binance 2020-2023,1.1449981970928855
1600822800000,1.1449981970928855,0.0,0.0,2020-09-23,binance 2020-2023,1.1449981970928855
1601427600000,1.1449981970928855,0.0,0.0,2020-09-30,binance 2020-2023,1.1449981970928855
1602032400000,1.1449981970928855,0.0,0.0,2020-10-07,binance 2020-2023,1.1449981970928855
1602637200000,1.1449981970928855,0.0,0.0,2020-10-14,binance 2020-2023,1.1449981970928855
1603242000000,1.1236284110408834,-0.018663597991908976,-0.018663597991908823,2020-10-21,binance 2020-2023,1.1236284110408834
1603846800000,1.1453440143407911,0.0,0.019326320949638025,2020-10-28,binance 2020-2023,1.1453440143407911
1604451600000,1.1111391072034507,-0.029864308634840464,-0.029864308634840343,2020-11-04,binance 2020-2023,1.1111391072034507
1605056400000,1.1698811712515338,0.0,0.05286652559275577,2020-11-11,binance 2020-2023,1.1698811712515338
1605661200000,1.2088846032590428,0.0,0.03333965274933287,2020-11-18,binance 2020-2023,1.2088846032590428
1606266000000,1.3945580441574215,0.0,0.15359070700199168,2020-11-25,binance 2020-2023,1.3945580441574215
1606870800000,1.382429347412921,-0.008697161652979846,-0.008697161652979856,2020-12-02,binance 2020-2023,1.382429347412921
1607475600000,1.3605987096527907,-0.024351323809650882,-0.015791503414611417,2020-12-09,binance 2020-2023,1.3605987096527907
1608685200000,1.3657993331176843,-0.020622096842955684,0.0038223051572795273,2020-12-23,binance 2020-2023,1.3657993331176843
1609290000000,1.3955502998888856,0.0,0.021782824203969587,2020-12-30,binance 2020-2023,1.3955502998888856
1609894800000,1.4764956233645865,0.0,0.05800244067314942,2021-01-06,binance 2020-2023,1.4764956233645865
1610499600000,1.4465434162694435,-0.02028601143218356,-0.02028601143218361,2021-01-13,binance 2020-2023,1.4465434162694435
1611104400000,1.5103180386565984,0.0,0.04408759645225603,2021-01-20,binance 2020-2023,1.5103180386565984
1611709200000,1.593543624081131,0.0,0.055104675501697634,2021-01-27,binance 2020-2023,1.593543624081131
1615338000000,1.5976134359653413,0.0,0.00255393816818611,2021-03-10,binance 2020-2023,1.5976134359653413
1618362000000,1.6667042237838672,0.0,0.04324624860004299,2021-04-14,binance 2020-2023,1.6667042237838672
1618966800000,1.6678482328742767,0.0,0.0006863899869483318,2021-04-21,binance 2020-2023,1.6678482328742767
1619571600000,1.6678482328742767,0.0,0.0,2021-04-28,binance 2020-2023,1.6678482328742767
1620176400000,1.6678482328742767,0.0,0.0,2021-05-05,binance 2020-2023,1.6678482328742767
1620781200000,1.6678482328742767,0.0,0.0,2021-05-12,binance 2020-2023,1.6678482328742767
1621386000000,1.6678482328742767,0.0,0.0,2021-05-19,binance 2020-2023,1.6678482328742767
1621990800000,1.6678482328742767,0.0,0.0,2021-05-26,binance 2020-2023,1.6678482328742767
1625619600000,1.6678482328742767,0.0,0.0,2021-07-07,binance 2020-2023,1.6678482328742767
1628038800000,1.6706293202237767,0.0,0.0016674702737832414,2021-08-04,binance 2020-2023,1.6706293202237767
1628643600000,1.7035101700615183,0.0,0.01968171481231827,2021-08-11,binance 2020-2023,1.7035101700615183
1629248400000,1.717531209016193,0.0,0.008230675226416989,2021-08-18,binance 2020-2023,1.717531209016193
1629853200000,1.7747736081402252,0.0,0.03332830217205838,2021-08-25,binance 2020-2023,1.7747736081402252
1630458000000,1.8384208311577803,0.0,0.03586216446178212,2021-09-01,binance 2020-2023,1.8384208311577803
1631062800000,1.906189566046492,0.0,0.036862471170995746,2021-09-08,binance 2020-2023,1.906189566046492
1631667600000,1.9212545190893875,0.0,0.007903176741304295,2021-09-15,binance 2020-2023,1.9212545190893875
1632272400000,1.8623085971844386,-0.030680954199075794,-0.03068095419907582,2021-09-22,binance 2020-2023,1.8623085971844386
1632877200000,1.8623085971844386,-0.030680954199075794,0.0,2021-09-29,binance 2020-2023,1.8623085971844386
1633482000000,1.8623085971844386,-0.030680954199075794,0.0,2021-10-06,binance 2020-2023,1.8623085971844386
1634691600000,1.9052526046819056,-0.008328888363560605,0.023059554985888332,2021-10-20,binance 2020-2023,1.9052526046819056
1635296400000,1.9173881650331206,-0.0020124111708528236,0.006369528282703079,2021-10-27,binance 2020-2023,1.9173881650331206
1635901200000,1.9472729801300388,0.0,0.015586210263482038,2021-11-03,binance 2020-2023,1.9472729801300388
1636506000000,1.9327168529440428,-0.0074751343722870844,-0.007475134372287095,2021-11-10,binance 2020-2023,1.9327168529440428
1637110800000,1.9093851549782637,-0.01945686379792777,-0.01207196901617469,2021-11-17,binance 2020-2023,1.9093851549782637
1637715600000,1.9332027781632573,-0.00722559297558889,0.012473975259991492,2021-11-24,binance 2020-2023,1.9332027781632573
1638320400000,1.9332027781632573,-0.00722559297558889,0.0,2021-12-01,binance 2020-2023,1.9332027781632573
1638925200000,1.9332027781632573,-0.00722559297558889,0.0,2021-12-08,binance 2020-2023,1.9332027781632573
1639530000000,1.9332027781632573,-0.00722559297558889,0.0,2021-12-15,binance 2020-2023,1.9332027781632573
1641344400000,1.9332027781632573,-0.00722559297558889,0.0,2022-01-05,binance 2020-2023,1.9332027781632573
1641949200000,1.9332027781632573,-0.00722559297558889,0.0,2022-01-12,binance 2020-2023,1.9332027781632573
1642554000000,1.9332027781632573,-0.00722559297558889,0.0,2022-01-19,binance 2020-2023,1.9332027781632573
1643158800000,1.9332027781632573,-0.00722559297558889,0.0,2022-01-26,binance 2020-2023,1.9332027781632573
1644973200000,1.920271516366725,-0.01386629611710144,-0.006689035388630208,2022-02-16,binance 2020-2023,1.920271516366725
1645578000000,1.8648522071821845,-0.042326255121328815,-0.0288601422831066,2022-02-23,binance 2020-2023,1.8648522071821845
1646182800000,1.8648522071821845,-0.042326255121328815,0.0,2022-03-02,binance 2020-2023,1.8648522071821845
1646787600000,1.8341747147878986,-0.058080334137121103,-0.01645036120081599,2022-03-09,binance 2020-2023,1.8341747147878986
1647392400000,1.8341747147878986,-0.058080334137121103,0.0,2022-03-16,binance 2020-2023,1.8341747147878986
1647997200000,1.8341747147878986,-0.058080334137121103,0.0,2022-03-23,binance 2020-2023,1.8341747147878986
1648602000000,1.8659831649126866,-0.04174546457884076,0.01734210479968707,2022-03-30,binance 2020-2023,1.8659831649126866
1649206800000,1.8557345512578671,-0.04700852412898926,-0.005492339827888599,2022-04-06,binance 2020-2023,1.8557345512578671
1649811600000,1.8344316055183094,-0.05794841080996971,-0.011479522071256342,2022-04-13,binance 2020-2023,1.8344316055183094
1650416400000,1.8344316055183094,-0.05794841080996971,0.0,2022-04-20,binance 2020-2023,1.8344316055183094
1651021200000,1.8344316055183094,-0.05794841080996971,0.0,2022-04-27,binance 2020-2023,1.8344316055183094
1658278800000,1.8344316055183094,-0.05794841080996971,0.0,2022-07-20,binance 2020-2023,1.8344316055183094
1658883600000,1.7966684408866345,-0.07734125660868918,-0.02058575774538351,2022-07-27,binance 2020-2023,1.7966684408866345
1659488400000,1.7966684408866345,-0.07734125660868918,0.0,2022-08-03,binance 2020-2023,1.7966684408866345
1660093200000,1.7994470471341097,-0.07591433481815024,0.0015465325622929104,2022-08-10,binance 2020-2023,1.7994470471341097
1660698000000,1.8072882949952174,-0.07188755072515474,0.004357587445318696,2022-08-17,binance 2020-2023,1.8072882949952174
1661302800000,1.7556467539802716,-0.09840747964210461,-0.028574047183259416,2022-08-24,binance 2020-2023,1.7556467539802716
1661907600000,1.7556467539802716,-0.09840747964210461,0.0,2022-08-31,binance 2020-2023,1.7556467539802716
1664326800000,1.7556467539802716,-0.09840747964210461,0.0,2022-09-28,binance 2020-2023,1.7556467539802716
1664931600000,1.7556467539802716,-0.09840747964210461,0.0,2022-10-05,binance 2020-2023,1.7556467539802716
1665536400000,1.7446302782167111,-0.10406486608764798,-0.006274881742916014,2022-10-12,binance 2020-2023,1.7446302782167111
1666141200000,1.7446302782167111,-0.10406486608764798,0.0,2022-10-19,binance 2020-2023,1.7446302782167111
1666746000000,1.7446302782167111,-0.10406486608764798,0.0,2022-10-26,binance 2020-2023,1.7446302782167111
1667350800000,1.7845758963347642,-0.08355124600168262,0.022896322858092268,2022-11-02,binance 2020-2023,1.7845758963347642
1667955600000,1.7119376537493274,-0.1208537933726147,-0.040703364163230164,2022-11-09,binance 2020-2023,1.7119376537493274
1668560400000,1.7119376537493274,-0.1208537933726147,0.0,2022-11-16,binance 2020-2023,1.7119376537493274
1669165200000,1.7119376537493274,-0.1208537933726147,0.0,2022-11-23,binance 2020-2023,1.7119376537493274
1670374800000,1.7119376537493274,-0.1208537933726147,0.0,2022-12-07,binance 2020-2023,1.7119376537493274
1670979600000,1.7119376537493274,-0.1208537933726147,0.0,2022-12-14,binance 2020-2023,1.7119376537493274
1671584400000,1.7119376537493274,-0.1208537933726147,0.0,2022-12-21,binance 2020-2023,1.7119376537493274
1672189200000,1.7119376537493274,-0.1208537933726147,0.0,2022-12-28,binance 2020-2023,1.7119376537493274
1672794000000,1.7119376537493274,-0.1208537933726147,0.0,2023-01-04,binance 2020-2023,1.7119376537493274
1673398800000,1.7119376537493274,-0.1208537933726147,0.0,2023-01-11,binance 2020-2023,1.7119376537493274
1674003600000,1.7545737452747883,-0.09895851111865273,0.024905166045085483,2023-01-18,binance 2020-2023,1.7545737452747883
1674608400000,1.821921028339775,-0.06437307612715537,0.03838384293983578,2023-01-25,binance 2020-2023,1.821921028339775
1676422800000,1.780061896564509,-0.0858693594949197,-0.022975272321989808,2023-02-15,binance 2020-2023,1.780061896564509
1677027600000,1.811915800582404,-0.06951114760427457,0.017894829432264586,2023-02-22,binance 2020-2023,1.811915800582404
1677632400000,1.771085214000362,-0.0904792332289801,-0.022534483428489255,2023-03-01,binance 2020-2023,1.771085214000362
1678237200000,1.7527153737093033,-0.09991285680333473,-0.010372081560980694,2023-03-08,binance 2020-2023,1.7527153737093033
1679446800000,1.7745372374604618,-0.08870648565053352,0.012450317991435388,2023-03-22,binance 2020-2023,1.7745372374604618
1680051600000,1.7558277194378273,-0.09831454687951702,-0.010543322297034249,2023-03-29,binance 2020-2023,1.7558277194378273
1680656400000,1.7686897518669968,-0.09170939569608583,0.007325338520847272,2023-04-05,binance 2020-2023,1.7686897518669968
1681261200000,1.765167163423112,-0.09351838112331112,-0.001991637278480488,2023-04-12,binance 2020-2023,1.765167163423112
1681866000000,1.7761664298513875,-0.08786983233713064,0.006231288829860815,2023-04-19,binance 2020-2023,1.7761664298513875
1682470800000,1.7113333895892482,-0.12116410639305153,-0.036501669647907936,2023-04-26,binance 2020-2023,1.7113333895892482
1691542800000,1.7109286224194802,0.0,-0.00023652151721601823,2023-08-09,bybit 2023-2026,1.7109286224194802
1692147600000,1.7109286224194802,0.0,0.0,2023-08-16,bybit 2023-2026,1.7109286224194802
1695776400000,1.7251321431999929,0.0,0.008301644261714902,2023-09-27,bybit 2023-2026,1.7251321431999929
1696381200000,1.7251321431999929,0.0,0.0,2023-10-04,bybit 2023-2026,1.7251321431999929
1696986000000,1.6998938748838879,-0.014629759474129256,-0.014629759474129287,2023-10-11,bybit 2023-2026,1.6998938748838879
1697590800000,1.7165415866190121,-0.004979651335604851,0.009793382975899854,2023-10-18,bybit 2023-2026,1.7165415866190121
1698195600000,1.894786457301368,0.0,0.10383952947707849,2023-10-25,bybit 2023-2026,1.894786457301368
1698800400000,1.9643523596007673,0.0,0.0367143759294532,2023-11-01,bybit 2023-2026,1.9643523596007673
1699405200000,1.9972674864326956,0.0,0.016756223327783135,2023-11-08,bybit 2023-2026,1.9972674864326956
1700010000000,2.0677930823076633,0.0,0.0353110418880012,2023-11-15,bybit 2023-2026,2.0677930823076633
1700614800000,2.035092472071235,-0.015814256521225256,-0.01581425652122524,2023-11-22,bybit 2023-2026,2.035092472071235
1701219600000,2.067767548981023,-0.000012348105262072195,0.016055819260405575,2023-11-29,bybit 2023-2026,2.067767548981023
1701824400000,2.1024764435443326,0.0,0.01678568491918442,2023-12-06,bybit 2023-2026,2.1024764435443326
1702429200000,2.113086948034249,0.0,0.005046669855681777,2023-12-13,bybit 2023-2026,2.113086948034249
1703034000000,2.18768117156831,0.0,0.03530106681291765,2023-12-20,bybit 2023-2026,2.18768117156831
1703638800000,2.2032866431119067,0.0,0.007133339056170299,2023-12-27,bybit 2023-2026,2.2032866431119067
1704243600000,2.190175214786773,-0.005950850002256369,-0.005950850002256355,2024-01-03,bybit 2023-2026,2.190175214786773
1704848400000,2.191462007782751,-0.005366816599248536,0.0005875297041490046,2024-01-10,bybit 2023-2026,2.1914620077827505
1705453200000,2.2120383909587553,0.0,0.009389340587666873,2024-01-17,bybit 2023-2026,2.212038390958755
1706058000000,2.155379131674893,-0.025614048795647104,-0.02561404879564709,2024-01-24,bybit 2023-2026,2.1553791316748927
1706662800000,2.155379131674893,-0.025614048795647104,0.0,2024-01-31,bybit 2023-2026,2.1553791316748927
1707267600000,2.1524478619624654,-0.02693919293618685,-0.0013599787013572698,2024-02-07,bybit 2023-2026,2.152447861962465
1707872400000,2.197264192676037,-0.006678997228576455,0.02082109931931686,2024-02-14,bybit 2023-2026,2.1972641926760366
1708477200000,2.1938011963510267,-0.008244519933410577,-0.001576049132623024,2024-02-21,bybit 2023-2026,2.193801196351026
1709082000000,2.1779808767636046,-0.01539643901948251,-0.007211373397797316,2024-02-28,bybit 2023-2026,2.177980876763604
1711501200000,2.1991432844250065,-0.005829512989672825,0.009716525928752943,2024-03-27,bybit 2023-2026,2.199143284425006
1712710800000,2.1737604669234396,-0.017304366954827288,-0.011542139014467887,2024-04-10,bybit 2023-2026,2.173760466923439
1713315600000,2.1346161004475452,-0.03500042803400594,-0.0180076724512778,2024-04-17,bybit 2023-2026,2.134616100447545
1713920400000,2.1346161004475452,-0.03500042803400594,0.0,2024-04-24,bybit 2023-2026,2.134616100447545
1715734800000,2.1346161004475452,-0.03500042803400594,0.0,2024-05-15,bybit 2023-2026,2.134616100447545
1716339600000,2.1346161004475452,-0.03500042803400594,0.0,2024-05-22,bybit 2023-2026,2.134616100447545
1716944400000,2.152067836229314,-0.027110991822998476,0.008175585192161565,2024-05-29,bybit 2023-2026,2.1520678362293135
1717549200000,2.139725441565175,-0.0326906394071389,-0.005735132720427653,2024-06-05,bybit 2023-2026,2.1397254415651745
1718154000000,2.0965901462270176,-0.0521908865612859,-0.020159266464862335,2024-06-12,bybit 2023-2026,2.096590146227017
1718758800000,2.061707950409244,-0.0679601408203202,-0.016637584546768405,2024-06-19,bybit 2023-2026,2.0617079504092435
1719363600000,2.061707950409244,-0.0679601408203202,0.0,2024-06-26,bybit 2023-2026,2.0617079504092435
1719968400000,2.061707950409244,-0.0679601408203202,0.0,2024-07-03,bybit 2023-2026,2.0617079504092435
1720573200000,2.061707950409244,-0.0679601408203202,0.0,2024-07-10,bybit 2023-2026,2.0617079504092435
1721178000000,2.061707950409244,-0.0679601408203202,0.0,2024-07-17,bybit 2023-2026,2.0617079504092435
1721782800000,2.055627862872683,-0.0707087764504305,-0.002949053737389959,2024-07-24,bybit 2023-2026,2.0556278628726825
1722387600000,2.0633876554611814,-0.0672007936684792,0.003774901444298766,2024-07-31,bybit 2023-2026,2.063387655461181
1722992400000,1.9802927069314669,-0.10476566996960845,-0.04027112806931195,2024-08-07,bybit 2023-2026,1.9802927069314664
1723597200000,1.9802927069314669,-0.10476566996960845,0.0,2024-08-14,bybit 2023-2026,1.9802927069314664
1724202000000,1.9802927069314669,-0.10476566996960845,0.0,2024-08-21,bybit 2023-2026,1.9802927069314664
1726016400000,1.9802927069314669,-0.10476566996960845,-0.0,2024-09-11,bybit 2023-2026,1.9802927069314664
1726621200000,1.9802927069314669,-0.10476566996960845,0.0,2024-09-18,bybit 2023-2026,1.9802927069314664
1727226000000,2.0303033498255343,-0.08215727262059513,0.025254167082986802,2024-09-25,bybit 2023-2026,2.0303033498255334
1727830800000,2.0030148550818327,-0.09449362937427441,-0.013440599773450999,2024-10-02,bybit 2023-2026,2.003014855081832
1728435600000,2.0194429428279967,-0.08706695549134791,0.008201680434113779,2024-10-09,bybit 2023-2026,2.019442942827996
1729040400000,2.048203632441775,-0.07406506107064914,0.0142418926545664,2024-10-16,bybit 2023-2026,2.048203632441774
1729645200000,2.04555760191762,-0.07526125664074867,-0.0012918786405045546,2024-10-23,bybit 2023-2026,2.045557601917619
1730250000000,2.0917647181325347,-0.05437232613946241,0.02258900759949137,2024-10-30,bybit 2023-2026,2.091764718132534
1730854800000,2.0707010392332004,-0.06389461968799559,-0.010069812688178213,2024-11-06,bybit 2023-2026,2.0707010392331995
1731459600000,2.349224067348936,0.0,0.13450663463175536,2024-11-13,bybit 2023-2026,2.3492240673489353
1732064400000,2.406837841886455,0.0,0.024524597435499305,2024-11-20,bybit 2023-2026,2.406837841886454
1732669200000,2.417383156597652,0.0,0.004381398084937615,2024-11-27,bybit 2023-2026,2.417383156597651
1733274000000,2.504287572373324,0.0,0.03594978956417721,2024-12-04,bybit 2023-2026,2.504287572373323
1733878800000,2.4735944304420863,-0.012256236971279533,-0.012256236971279557,2024-12-11,bybit 2023-2026,2.4735944304420854
1734483600000,2.5334354255905,0.0,0.024191918615259243,2024-12-18,bybit 2023-2026,2.5334354255904987
1735088400000,2.5037189873693704,-0.011729700280086353,-0.011729700280086327,2024-12-25,bybit 2023-2026,2.503718987369369
1735693200000,2.4733764187821135,-0.02370654732373434,-0.01211899927281266,2025-01-01,bybit 2023-2026,2.473376418782112
1736298000000,2.4733764187821135,-0.02370654732373434,0.0,2025-01-08,bybit 2023-2026,2.473376418782112
1736902800000,2.4733764187821135,-0.02370654732373434,-0.0,2025-01-15,bybit 2023-2026,2.473376418782112
1737507600000,2.4733764187821135,-0.02370654732373434,0.0,2025-01-22,bybit 2023-2026,2.473376418782112
1738112400000,2.4253155436739156,-0.04267718088428618,-0.019431282170896954,2025-01-29,bybit 2023-2026,2.425315543673914
1738717200000,2.3592227507132746,-0.06876538991974468,-0.027251214025751945,2025-02-05,bybit 2023-2026,2.3592227507132733
1739322000000,2.3592227507132746,-0.06876538991974468,-0.0,2025-02-12,bybit 2023-2026,2.3592227507132733
1739926800000,2.3592227507132746,-0.06876538991974468,0.0,2025-02-19,bybit 2023-2026,2.3592227507132733
1740531600000,2.3592227507132746,-0.06876538991974468,-0.0,2025-02-26,bybit 2023-2026,2.3592227507132733
1744765200000,2.3592227507132746,-0.06876538991974468,0.0,2025-04-16,bybit 2023-2026,2.3592227507132733
1745370000000,2.3592227507132746,-0.06876538991974468,0.0,2025-04-23,bybit 2023-2026,2.3592227507132733
1745974800000,2.3571727706990244,-0.06957455994774042,-0.0008689217724908429,2025-04-30,bybit 2023-2026,2.357172770699023
1746579600000,2.3430712004185605,-0.07514074495408485,-0.005982408441058774,2025-05-07,bybit 2023-2026,2.343071200418559
1747184400000,2.5081473327010073,-0.009981739670194334,0.07045288775388397,2025-05-14,bybit 2023-2026,2.508147332701006
1747789200000,2.478537567775831,-0.021669333767160515,-0.011805432854412955,2025-05-21,bybit 2023-2026,2.4785375677758297
1748394000000,2.486628514562362,-0.018475667686389863,0.003264403530422181,2025-05-28,bybit 2023-2026,2.486628514562361
1748998800000,2.4585961556870117,-0.029540626592463592,-0.011273239533442727,2025-06-04,bybit 2023-2026,2.4585961556870104
1749603600000,2.4786774476004223,-0.021614120272007487,0.008167787892680134,2025-06-11,bybit 2023-2026,2.478677447600421
1750208400000,2.4119378272011374,-0.04795764563884386,-0.02692549628185579,2025-06-18,bybit 2023-2026,2.411937827201136
1750813200000,2.399739521190881,-0.05277257239286326,-0.005057471163927742,2025-06-25,bybit 2023-2026,2.3997395211908796
1752022800000,2.399739521190881,-0.05277257239286326,0.0,2025-07-09,bybit 2023-2026,2.3997395211908796
1752627600000,2.515032926789804,-0.007263851533301335,0.048044133365653205,2025-07-16,bybit 2023-2026,2.515032926789803
1753232400000,2.6089565370173418,0.0,0.037344882934563305,2025-07-23,bybit 2023-2026,2.60895653701734
1753837200000,2.571528305916301,-0.014346053899322642,-0.014346053899322492,2025-07-30,bybit 2023-2026,2.571528305916299
1754442000000,2.5393104827958632,-0.02669498446344387,-0.012528667503411875,2025-08-06,bybit 2023-2026,2.5393104827958615
1755046800000,2.680962694174165,0.0,0.05578373040162385,2025-08-13,bybit 2023-2026,2.680962694174163
1755651600000,2.619409857380405,-0.022959229133443948,-0.022959229133443983,2025-08-20,bybit 2023-2026,2.619409857380403
1756256400000,2.619409857380405,-0.022959229133443948,0.0,2025-08-27,bybit 2023-2026,2.619409857380403
1756861200000,2.619409857380405,-0.022959229133443948,0.0,2025-09-03,bybit 2023-2026,2.619409857380403
1757466000000,2.619409857380405,-0.022959229133443948,0.0,2025-09-10,bybit 2023-2026,2.619409857380403
1758070800000,2.619409857380405,-0.022959229133443948,0.0,2025-09-17,bybit 2023-2026,2.619409857380403
1758675600000,2.6055899991469835,-0.028114040971539578,-0.005275943432251758,2025-09-24,bybit 2023-2026,2.6055899991469818
1759280400000,2.6055899991469835,-0.028114040971539578,0.0,2025-10-01,bybit 2023-2026,2.6055899991469818
1759885200000,2.7228571781770015,0.0,0.045005998283847076,2025-10-08,bybit 2023-2026,2.7228571781769992
1760490000000,2.6399725722820944,-0.03044030607231485,-0.03044030607231469,2025-10-15,bybit 2023-2026,2.639972572282092
1761094800000,2.6399725722820944,-0.03044030607231485,-0.0,2025-10-22,bybit 2023-2026,2.639972572282092
1761699600000,2.6399725722820944,-0.03044030607231485,0.0,2025-10-29,bybit 2023-2026,2.639972572282092
1762304400000,2.6399725722820944,-0.03044030607231485,0.0,2025-11-05,bybit 2023-2026,2.639972572282092
1763514000000,2.6399725722820944,-0.03044030607231485,-0.0,2025-11-19,bybit 2023-2026,2.639972572282092
1764118800000,2.6399725722820944,-0.03044030607231485,-0.0,2025-11-26,bybit 2023-2026,2.639972572282092
1767142800000,2.6399725722820944,-0.03044030607231485,0.0,2025-12-31,bybit 2023-2026,2.639972572282092
1767747600000,2.6399725722820944,-0.03044030607231485,0.0,2026-01-07,bybit 2023-2026,2.639972572282092
1768352400000,2.6345789336419076,-0.032421180678377515,-0.0020430661654655766,2026-01-14,bybit 2023-2026,2.6345789336419054
1768957200000,2.5257190997413335,-0.07240118211696112,-0.041319632716447764,2026-01-21,bybit 2023-2026,2.5257190997413312
1769562000000,2.5257190997413335,-0.07240118211696112,0.0,2026-01-28,bybit 2023-2026,2.5257190997413312
1770166800000,2.5257190997413335,-0.07240118211696112,0.0,2026-02-04,bybit 2023-2026,2.5257190997413312
1773795600000,2.5257190997413335,-0.07240118211696112,0.0,2026-03-18,bybit 2023-2026,2.5257190997413312
1774400400000,2.4849357042273623,-0.08737934396872471,-0.01614724120277197,2026-03-25,bybit 2023-2026,2.48493570422736
1775005200000,2.4513159076968556,-0.09972659332133871,-0.013529443225960534,2026-04-01,bybit 2023-2026,2.4513159076968534
1775610000000,2.4513159076968556,-0.09972659332133871,0.0,2026-04-08,bybit 2023-2026,2.4513159076968534
1776214800000,2.4464315494083366,-0.10152042897591007,-0.00199254542149495,2026-04-15,bybit 2023-2026,2.4464315494083344
1776819600000,2.431792798106878,-0.10689667544920445,-0.005983715875884073,2026-04-22,bybit 2023-2026,2.431792798106876
1777424400000,2.434505323166571,-0.1059004700362165,0.0011154425088373719,2026-04-29,bybit 2023-2026,2.4345053231665688
1778029200000,2.5616189614920324,-0.05921655310357521,0.05221333349155474,2026-05-06,bybit 2023-2026,2.5616189614920297
1778634000000,2.562414831511092,-0.058924260865319544,0.0003106902435624217,2026-05-13,bybit 2023-2026,2.562414831511089
