threshold,sign,persistence,era,n_trades,mean_gross_alt_bp,mean_alt_funding_bp,mean_gross_btc_bp,mean_btc_funding_bp,mean_net_unhedged_bp,mean_net_hedged_bp,mean_hold_h,n_weeks,capped_share,se_net_hedged_bp_wk,se_net_unhedged_bp_wk,median_net_hedged_bp,win_rate_hedged
0.0015,-1,2,pre2025,1097,25.67239245766789,140.25380501367366,-30.19493008629348,1.3375340018231539,120.92619747134154,47.06880138687121,20.452142206016408,170,0.0009115770282588879,39.18664016997796,41.00064253001409,-116.6097721010307,0.37101185050136737
0.0015,-1,2,post2025,6550,-106.2878989592143,127.61169233587788,6.049172863160341,0.48974871755725197,-23.676206623336437,-62.13728504261883,15.354656488549619,78,0.001984732824427481,19.26470487366198,21.3371563567542,-134.77757408635034,0.300763358778626
0.003,1,1,pooled,1708,20.1232155443577,22.238587412177985,-3.250618849096548,-0.40548097189695553,-2.638197043464317,-51.29429686445784,10.350702576112413,114,0.015807962529274005,37.68340698016421,36.81483723679694,-72.04329706939566,0.3875878220140515
0.003,1,1,e2122,17,121.71807214657153,25.90116470588235,-51.27671666940281,0.9583411764705885,102.61923685245391,7.3008613595216625,10.352941176470589,12,0.0,68.87204376958493,83.63491220065588,28.714163104636008,0.5882352941176471
0.003,1,1,e2324,142,22.02367167703923,14.252440845070424,1.1402535325165601,-1.9034901408450706,-8.723887477890367,-54.48712408621885,5.098591549295775,27,0.0,36.60940100941251,41.7419458402503,-53.34351215225815,0.43661971830985913
0.003,1,1,e2526,1549,18.834011326747365,22.930497675919952,-3.1260612088408064,-0.2831231116849581,-3.235490997332697,-51.64467531785845,10.832149774047773,75,0.017430600387346677,40.225107545791715,38.72518893333837,-76.53161662178408,0.38089089735313103
0.003,1,1,pre2025,159,32.68282141277539,15.497901886792453,-4.464076614858467,-1.597508176100629,3.180723299567838,-47.88086149139126,5.660377358490566,39,0.0,33.80696063711269,38.97556316800172,-37.8947180496107,0.4528301886792453
0.003,1,1,post2025,1549,18.834011326747365,22.930497675919952,-3.1260612088408064,-0.2831231116849581,-3.235490997332697,-51.64467531785845,10.832149774047773,75,0.017430600387346677,40.48261801198433,38.55084794828114,-76.53161662178408,0.38089089735313103
0.003,1,2,pooled,522,89.80839729781967,41.28813524904215,-9.961884703943271,-0.5400521072796935,86.09653254686181,30.594595735638862,19.93103448275862,87,0.0421455938697318,63.072341728072104,61.71368700176867,-43.6844823731195,0.4482758620689655
0.003,1,2,e2122,4,116.01356452443396,21.768724999999996,158.20594425736607,2.8109500000000005,92.78228952443395,208.79918378180002,10.0,4,0.0,167.23401233053787,80.1534497628807,266.0839968910065,0.75
0.003,1,2,e2324,24,180.87726136768597,22.648,-49.28602165459026,-2.0239958333333337,158.52526136768594,62.21524387976241,5.5,17,0.0,115.1629277758538,134.99087251127196,-21.463080076270803,0.4166666666666667
0.003,1,2,e2526,494,85.17181145453375,42.351780769230764,-9.413083143274667,-0.4950912955465587,82.5235922237645,27.615417784943286,20.71255060728745,66,0.044534412955465584,66.31549565655226,65.07718859969646,-51.05643630143772,0.4473684210526316
0.003,1,2,pre2025,28,171.61101896150714,22.522389285714286,-19.644312238596495,-1.3332892857142853,149.13340824722138,83.15580672291063,6.142857142857143,21,0.0,100.37563038526069,113.90533273475431,-15.377495361271007,0.4642857142857143
0.003,1,2,post2025,494,85.17181145453375,42.351780769230764,-9.413083143274667,-0.4950912955465587,82.5235922237645,27.615417784943286,20.71255060728745,66,0.044534412955465584,67.12716278089614,64.52710269761258,-51.05643630143772,0.4473684210526316
0.003,-1,1,pooled,9440,-110.369669256989,105.77294783898304,12.006462261526337,0.4327703072033898,-49.59672141800595,-82.1574888492762,10.825741525423728,252,0.0014830508474576272,20.656381003058307,30.30287951887799,-144.95764618875253,0.29947033898305087
