side,entry_day,pump_cell,fund_cell,era,n_events,n_weeks,mean_gross_bp,mean_funding_bp,mean_net45_bp,mean_net90_bp,se_net45_bp_wk,median_net45_bp,win_rate_net45
long,1,pump_le0,fund_flat,e2122,69,31,-155.52668733302892,0.911288405797103,-199.61539892723167,-244.6153989272318,436.80124995860996,-595.8983050847463,0.37681159420289856
long,1,pump_le0,fund_flat,e2324,131,68,-294.2196647664507,8.481281679389312,-330.7383830870614,-375.7383830870614,207.15046065198806,-576.4707612251752,0.3435114503816794
long,1,pump_le0,fund_flat,e2526,156,63,104.20218197383055,37.1421,96.34428197383049,51.3442819738305,980.4022731886189,-1150.3370825903194,0.28205128205128205
long,1,pump_le0,fund_flat,pre2025,200,99,-246.37058755192015,5.869633999999999,-285.50095355192013,-330.5009535519202,202.9583589298625,-591.8328908961521,0.355
long,1,pump_le0,fund_flat,post2025,156,63,104.20218197383055,37.1421,96.34428197383049,51.3442819738305,975.7717379686851,-1150.3370825903194,0.28205128205128205
long,2,pump_le0,fund_flat,pooled,351,168,48.141835509328985,8.736510541310542,11.878346050639522,-33.121653949360514,389.12450435453223,-597.5106533697635,0.3418803418803419
long,2,pump_le0,fund_flat,e2122,68,33,7.078033703129895,-0.05488823529411764,-37.97685453216423,-82.97685453216423,391.28937274525975,-382.9942430421553,0.38235294117647056
long,2,pump_le0,fund_flat,e2324,124,68,30.843759268981653,-1.3795854838709656,-15.535826214889328,-60.53582621488935,237.99241538451685,-209.04207710283777,0.4112903225806452
long,2,pump_le0,fund_flat,e2526,159,67,79.19403662017547,20.38563647798742,54.57967309816304,9.579673098163125,782.8129403847205,-983.7192952100015,0.27044025157232704
long,2,pump_le0,fund_flat,pre2025,192,101,22.426731464409134,-0.9104218749999992,-23.483690410590874,-68.48369041059087,204.5152834609261,-263.73242894719147,0.4010416666666667
long,2,pump_le0,fund_flat,post2025,159,67,79.19403662017547,20.38563647798742,54.57967309816304,9.579673098163125,795.7591337218116,-983.7192952100015,0.27044025157232704
short,1,pump_le0,fund_pos,pooled,49,36,-9.067209651073764,86.35667346938776,32.289463818314026,-12.710536181686034,672.193310425028,1056.469304171634,0.6326530612244898
short,1,pump_le0,fund_pos,e2122,11,8,-1310.819181516569,95.06943636363634,-1260.749745152933,-1305.7497451529325,1825.4967103078452,1056.469304171634,0.6363636363636364
short,1,pump_le0,fund_pos,e2324,25,18,123.72455885637261,81.41038,160.1349388563727,115.13493885637271,954.0619215411077,1666.8728665766532,0.64
short,1,pump_le0,fund_pos,e2526,13,10,837.0464424900252,88.49643846153846,880.5428809515639,835.5428809515637,521.2279638938068,546.3139164360821,0.6153846153846154
short,1,pump_le0,fund_pos,pre2025,36,26,-314.60825070202617,85.58398055555557,-274.0242701464707,-319.0242701464709,871.3381192642534,1421.01977286772,0.6388888888888888
short,1,pump_le0,fund_pos,post2025,13,10,837.0464424900252,88.49643846153846,880.5428809515639,835.5428809515637,509.64504420637394,546.3139164360821,0.6153846153846154
short,2,pump_le0,fund_pos,pooled,54,37,18.48070092781923,64.3949462962963,37.875647224115546,-7.124352775884432,588.7754798108795,871.476660864009,0.7407407407407407
short,2,pump_le0,fund_pos,e2122,11,7,-1369.7625937000823,93.26990909090908,-1321.4926846091732,-1366.4926846091732,1889.5434889516216,554.2618,0.6363636363636364
