side,entry_day,cell,era,n_events,n_weeks,mean_gross_bp,mean_funding_bp,mean_net45_bp,mean_net90_bp,se_net45_bp_wk,median_net45_bp,win_rate_net45,feature
short,2,fund_neg,pre2025,64,48,696.0560648252456,-189.87005625,461.18600857524564,416.1860085752456,250.47777146662125,697.9097272078238,0.703125,fund_cell
short,2,fund_neg,post2025,60,42,255.2782353267666,-331.62553833333345,-121.34730300656689,-166.34730300656673,610.0862520299205,838.8323343036312,0.6333333333333333,fund_cell
short,2,fund_flat,pooled,616,201,-26.648299354290675,-23.974656168831167,-95.6229555231218,-140.62295552312182,240.75733754299503,410.70206865215704,0.6087662337662337,fund_cell
short,2,fund_flat,e2122,118,42,132.0428945708544,4.391994915254237,91.43488948610869,46.434889486108595,286.01233104465007,397.0623407229824,0.5847457627118644,fund_cell
short,2,fund_flat,e2324,227,83,78.12932855110985,-0.29890484581497956,32.83042370529486,-12.169576294705168,196.89065699328106,271.2339027595272,0.5814977973568282,fund_cell
short,2,fund_flat,e2526,271,77,-183.51207211330555,-56.15790479704796,-284.66997691035334,-329.66997691035345,504.17708066822826,625.2205330569371,0.6420664206642066,fund_cell
short,2,fund_flat,pre2025,345,125,96.569330841921,1.30551884057971,52.87484968250073,7.874849682500717,159.0550593233536,293.1819994493038,0.5826086956521739,fund_cell
short,2,fund_flat,post2025,271,77,-183.51207211330555,-56.15790479704796,-284.66997691035334,-329.66997691035345,500.9022531456632,625.2205330569371,0.6420664206642066,fund_cell
short,2,fund_pos,pooled,139,66,185.53458254480603,83.61302589928056,224.1476084440866,179.1476084440866,298.83045011218553,738.3373779684939,0.6834532374100719,fund_cell
short,2,fund_pos,e2122,47,13,-49.58824445765366,110.16852978723404,15.580285329580352,-29.419714670419648,559.3264590223445,652.3806675324678,0.6808510638297872,fund_cell
short,2,fund_pos,e2324,59,31,1114.7123156796229,79.60041016949151,1149.3127258491145,1104.3127258491143,291.79466835811996,1521.5965384615386,0.8135593220338984,fund_cell
short,2,fund_pos,e2526,33,22,-1140.8506715715148,52.96562121212121,-1132.8850503593935,-1177.8850503593937,728.5626581975366,-165.51299687771024,0.45454545454545453,fund_cell
