axis,rule,arm_pct,retain_frac,era,trades,unchanged,adaptive_exits,forfeited_tp_n,forfeited_tp_net_delta,captured_n,captured_net_delta,net_return,gross_return,cost_return,funding_return,max_drawdown,worst_day_return,worst_day,per_trade_net_bps,tp_rate,mean_mae,p10_mae,baseline_mean_mae,changed_partial_funding
te_skip_h6,giveback,0.08,0.7,early,942,700,242,59,-0.03524709712080211,183,0.03498873416100219,0.07376707510656434,0.11848181448422417,-0.02186044867765981,-0.022854290700000002,-0.026899256426190843,-0.00652306306694716,2022-02-07,0.7830899692841226,0.12314225053078556,-0.09616153059645048,-0.22171740118128125,-0.10171398581702727,0
te_skip_h6,giveback,0.08,0.7,late,2693,2049,644,222,-0.14544679792518725,422,0.13326517117565842,-0.028153156481737843,0.08820372614625764,-0.059682717327995474,-0.0566741653,-0.09141711877917758,-0.0198133751094292,2024-08-23,-0.10454198470753004,0.14816190122539918,-0.10560273970087145,-0.2575223319228961,-0.11237881109986371,0
te_skip_h6,breakeven,0.04,,full,3635,2570,1065,145,-0.20134755023757314,920,0.09358214544459596,-0.049711496458821856,0.0991280416468334,-0.08154316600565528,-0.0672963721,-0.10927142624560149,-0.018638462544341945,2024-08-23,-0.1367578994740629,0.17909215955983493,-0.08813162989602337,-0.20878552971576236,-0.10961505170057019,0
te_skip_h6,breakeven,0.04,,early,942,688,254,27,-0.03767892286595366,227,-0.008923287138455823,0.027184666865641277,0.0682257110433011,-0.02186044867765981,-0.0191805955,-0.031349660042184424,-0.00652306306694716,2022-02-07,0.28858457394523646,0.15711252653927812,-0.0835507796199065,-0.19811320754716988,-0.10171398581702727,0
te_skip_h6,breakeven,0.04,,late,2693,1882,811,118,-0.1636686273716194,693,0.1025054325830518,-0.07689616332446314,0.030902330603532313,-0.059682717327995474,-0.0481157766,-0.1092714262456016,-0.018638462544341945,2024-08-23,-0.2855408961175757,0.18678054214630524,-0.0897339919309666,-0.2164486651137787,-0.11237881109986371,0
te_skip_h6,breakeven,0.06,,full,3635,3087,548,73,-0.10159293300281125,475,0.024861816903071324,-0.01867720776558461,0.1407674563400707,-0.08154316600565528,-0.0779014981,-0.10987014827895081,-0.02091380321873422,2024-08-23,-0.051381589451401956,0.19889958734525448,-0.09883146547258816,-0.23642358417377807,-0.10961505170057019,0
te_skip_h6,breakeven,0.06,,early,942,821,121,10,-0.014349243084739664,111,-0.006544925950975332,0.05289270783433578,0.09731596701199557,-0.02186044867765981,-0.022562810500000002,-0.029443244617148645,-0.00652306306694716,2022-02-07,0.5614937137402949,0.1751592356687898,-0.0926488793235645,-0.21065375302663436,-0.10171398581702727,0
te_skip_h6,breakeven,0.06,,late,2693,2266,427,63,-0.08724368991807156,364,0.031406742854046654,-0.07156991559992038,0.043451489328075105,-0.059682717327995474,-0.0553386876,-0.10987014827895081,-0.02091380321873422,2024-08-23,-0.2657627760858536,0.2072038618640921,-0.10099410793541037,-0.24870466321243523,-0.11237881109986371,0
te_skip_h6,breakeven,0.08,,full,3635,3365,270,38,-0.05440144583989513,232,0.01857093539265326,0.022223397886913424,0.18784033459256871,-0.08154316600565528,-0.0840737707,-0.1025679799835173,-0.0198133751094292,2024-08-23,0.06113727066551148,0.20852819807427786,-0.10495321356690777,-0.24948453608247423,-0.10961505170057019,0
te_skip_h6,breakeven,0.08,,early,942,883,59,4,-0.006522779674408542,55,0.0028764236726254305,0.07014052086826764,0.11599502224592748,-0.02186044867765981,-0.0239940527,-0.029419619137534103,-0.00652306306694716,2022-02-07,0.7445915166482764,0.18152866242038215,-0.0980095501408822,-0.2222222222222221,-0.10171398581702727,0
te_skip_h6,breakeven,0.08,,late,2693,2482,211,34,-0.04787866616548659,177,0.015694511720027834,-0.04791712298135423,0.07184531234664125,-0.059682717327995474,-0.060079718000000004,-0.1025679799835173,-0.0198133751094292,2024-08-23,-0.17793213138267444,0.21797252135165243,-0.10738207763943508,-0.2575223319228961,-0.11237881109986371,0
