symbol,d0,era,pump01,crowd7d,d0_bars,funding_events_d0_d7
MRVLUSDT,2026-05-16,e2526,0.009316415180612658,9,24,0
MSFTUSDT,2026-04-21,e2526,0.023255813953488413,4,24,24
MSTRUSDT,2026-02-10,e2526,-0.08014904654051291,5,24,24
MUBARAKUSDT,2025-03-18,e2526,-0.22305475504322758,3,24,48
MUSDT,2025-07-08,e2526,0.8622194513715713,3,24,147
MUUSDT,2026-04-08,e2526,0.04034302759134967,9,24,24
MYROUSDT,2024-03-06,e2324,-0.0404909569113876,3,24,48
MYXUSDT,2025-06-19,e2526,-0.08861634133701846,3,24,48
NAORISUSDT,2025-08-01,e2526,-0.3579335793357934,7,24,48
NATGASUSDT,2026-04-02,e2526,-0.0031926214969847377,8,24,48
NBISUSDT,2026-05-27,e2526,0.09322599085365857,6,24,0
NEIROETHUSDT,2024-09-07,e2324,0.09919766593727197,3,24,48
NEIROUSDT,2024-09-17,e2324,1.680957683741648,4,24,48
NEWTUSDT,2025-06-20,e2526,0.21299483648881234,4,24,108
NFLXUSDT,2026-06-10,e2526,-0.003907203907204004,20,24,18
NFPUSDT,2023-12-28,e2324,-0.13061931572109142,1,24,48
NIGHTUSDT,2025-12-11,e2526,-0.33050619278406024,2,24,48
NILUSDT,2025-03-25,e2526,-0.2298708436383622,9,24,48
NMRUSDT,2023-06-23,e2324,-0.0266469282013323,0,24,24
NOKUSDT,2026-06-02,e2526,-0.019607843137254943,18,24,0
NOMUSDT,2025-10-02,e2526,-0.09660377358490568,11,24,48
NOTUSDT,2024-05-17,e2324,-0.12355979340484713,1,24,48
NOWUSDT,2026-06-04,e2526,-0.027140605848362753,18,24,0
NTRNUSDT,2023-11-15,e2324,-0.13574237034263248,4,24,48
NULSUSDT,2024-08-27,e2324,-0.14839241549876336,7,24,48
NUUSDT,2021-10-21,e2122,-0.03055866402685703,1,21,24
NVDAUSDT,2026-03-27,e2526,-0.0354864896207816,5,24,24
NVOUSDT,2026-06-02,e2526,-0.042266392506282835,18,24,0
NXPCUSDT,2025-05-16,e2526,-0.1329768366128743,4,24,48
OBOLUSDT,2025-05-08,e2526,0.003584491587417915,6,24,48
OGUSDT,2025-05-13,e2526,-0.01670951156812328,7,24,48
OLUSDT,2025-06-26,e2526,-0.16480366867297214,3,24,48
OMNIUSDT,2024-04-18,e2324,-0.0644804716285925,1,24,48
OMUSDT,2024-02-14,e2324,-0.07638060486983378,1,24,48
ONDOUSDT,2024-01-21,e2324,0.18777292576419202,2,24,48
ONDSUSDT,2026-06-04,e2526,-0.08548530721282288,18,24,0
ONGUSDT,2023-11-28,e2324,-0.04379898570769947,4,24,48
ONUSDT,2025-10-25,e2526,0.0179977057869547,5,24,48
OPENAIUSDT,2026-05-27,e2526,-0.054386384607498006,6,24,0
OPENUSDT,2025-09-09,e2526,-0.27305808257522746,4,24,48
OPGUSDT,2026-04-23,e2526,-0.2709592641261499,4,24,48
OPNUSDT,2026-02-22,e2526,-0.03242320819112621,0,24,48
OPUSDT,2022-06-02,e2122,0.1044860874503124,0,24,24
ORBSUSDT,2023-10-18,e2324,-0.26281407035175886,3,24,48
ORCAUSDT,2024-12-07,e2324,-0.11233385736744317,3,24,48
ORCLUSDT,2026-05-16,e2526,0.0025524821586706548,9,24,0
ORDERUSDT,2025-09-27,e2526,-0.19893003377267704,6,24,24
ORDIUSDT,2023-11-08,e2324,0.4233038348082596,5,24,48
OXTUSDT,2023-08-12,e2324,-0.11460508537034753,2,24,24
PARTIUSDT,2025-03-26,e2526,0.04269594388533071,10,24,48
PAXGUSDT,2025-03-28,e2526,0.019379730804347073,10,24,48
PAYPUSDT,2026-03-24,e2526,-0.013524590163934369,2,24,24
PENDLEUSDT,2023-07-28,e2324,-0.029850746268656803,2,22,24
PENGUUSDT,2024-12-18,e2324,-0.0008026242322725086,5,24,48
PEOPLEUSDT,2021-12-24,e2122,-0.14819976771196275,0,20,24
PERPUSDT,2023-03-07,e2324,-0.16394513389941223,1,24,24
PHAROSUSDT,2026-05-15,e2526,0.03222327086423071,1,24,0
PHAUSDT,2024-12-31,e2324,-0.1256249696616668,2,24,48
PHBUSDT,2023-02-17,e2324,0.25791346694137474,2,24,24
PIEVERSEUSDT,2025-11-15,e2526,1.3899848254931713,5,24,48
PIPPINUSDT,2025-01-25,e2526,-0.023459102667023557,5,24,48
PIXELUSDT,2024-02-20,e2324,-0.0537732409770324,1,24,48
PLAYUSDT,2025-08-01,e2526,-0.1566027088036117,7,24,48
PLTRUSDT,2026-02-10,e2526,-0.06250000000000011,5,24,24
PLUMEUSDT,2025-03-22,e2526,-0.00252016129032262,8,24,48
PNUTUSDT,2024-11-12,e2324,3.3270667075915696,7,24,48
POLUSDT,2024-09-14,e2324,-0.05310596833130321,2,24,48
POLYXUSDT,2023-10-25,e2324,-0.026423520655005528,5,22,48
PONKEUSDT,2024-11-05,e2324,0.27325295275590555,1,24,48
POPCATUSDT,2024-08-23,e2324,0.2937435544860778,6,24,48
PORT3USDT,2025-06-05,e2526,-0.053141970519782755,4,24,48
PORTALUSDT,2024-03-01,e2324,-0.09900783725195927,0,24,48
POWERUSDT,2025-12-07,e2526,0.30754428165318193,1,24,48
POWRUSDT,2023-10-27,e2324,0.005804311774461057,4,22,48
PRLUSDT,2026-04-02,e2526,-0.04063957361758841,8,24,48
PROMPTUSDT,2025-04-12,e2526,0.1558301988178401,3,24,48
PROMUSDT,2025-01-16,e2526,-0.08397900524868784,1,24,48
PROVEUSDT,2025-08-06,e2526,0.008164499546416737,4,24,48
PTBUSDT,2025-09-04,e2526,0.9502719502719503,6,24,48
PUFFERUSDT,2025-06-05,e2526,-0.09521168422998705,4,24,48
PUMPBTCUSDT,2025-06-14,e2526,-0.1364092276830492,5,24,48
PUMPUSDT,2025-04-13,e2526,-0.14800556966172496,5,24,48
PUNDIXUSDT,2025-05-01,e2526,0.15261514441842317,7,24,48
PYTHUSDT,2023-11-23,e2324,0.13144208037825078,3,24,48
QCOMUSDT,2026-05-07,e2526,0.16697353885001842,2,24,0
QNTUSDT,2022-10-20,e2122,0.07144495412844032,1,22,23
QNTXUSDT,2026-05-30,e2526,0.036700093042489446,7,24,0
QQQUSDT,2026-04-07,e2526,0.029552538793029992,7,24,24
QUICKUSDT,2024-09-07,e2324,-0.08842337375964715,3,24,48
QUSDT,2025-09-03,e2526,0.08930112165660042,4,24,48
RADUSDT,2023-05-11,e2324,-0.09314516129032258,3,24,24
RAREUSDT,2024-08-16,e2324,1.1763546798029556,2,24,48
RAVEUSDT,2025-12-15,e2526,-0.005944604128560238,5,24,48
RAYSOLUSDT,2024-12-11,e2324,0.09505890052356025,9,24,45
RAYUSDT,2021-08-20,e2122,-0.029550827423167836,1,21,24
RDNTUSDT,2023-04-06,e2324,-0.050625545533895866,2,24,24
RECALLUSDT,2025-10-16,e2526,-0.32718350498093973,7,24,48
REDUSDT,2025-03-07,e2526,-0.1336371655395472,0,24,48
REIUSDT,2024-09-28,e2324,-0.0028311727015349897,3,24,48
RENDERUSDT,2024-07-27,e2324,-0.07566371681415929,0,24,48
RESOLVUSDT,2025-06-11,e2526,-0.23691326748455788,6,24,48
REZUSDT,2024-05-01,e2324,-0.023125000000000062,0,24,48
RIFUSDT,2023-10-22,e2324,0.31318302648419816,5,24,48
RIVERUSDT,2025-10-18,e2526,0.07326892109500815,7,24,48
RIVNUSDT,2026-06-11,e2526,0.1272727272727272,20,24,21
RKLBUSDT,2026-05-19,e2526,-0.058158196408100826,17,24,0
RLSUSDT,2025-12-03,e2526,-0.3005588543485853,1,24,48
RNDRUSDT,2023-02-03,e2324,0.058270202020201944,1,22,23
ROBOUSDT,2026-02-28,e2526,-0.0022349143282840433,1,24,48
RONINUSDT,2024-02-06,e2324,-0.0003912363067292146,2,20,47
ROSEUSDT,2021-12-31,e2122,0.07762225928880517,1,21,24
RPLUSDT,2024-09-10,e2324,-0.13036020583190389,4,24,48
RVVUSDT,2025-10-19,e2526,0.08449876601245743,7,24,48
SAFEUSDT,2024-10-26,e2324,-0.09825929161906044,4,24,48
SAGAUSDT,2024-04-10,e2324,-0.22242030840494909,2,24,48
SAHARAUSDT,2025-06-27,e2526,-0.057647058823529496,3,24,192
SAMSUNGUSDT,2026-06-02,e2526,0.002249671038668799,18,21,0
SANTOSUSDT,2024-10-29,e2324,-0.0048885412592881705,4,24,48
SAPIENUSDT,2025-08-21,e2526,0.2620986835874608,3,24,48
SCRTUSDT,2024-11-22,e2324,0.513656387665198,4,24,48
SCRUSDT,2024-10-23,e2324,-0.19482758620689644,1,24,48
SEIUSDT,2023-08-17,e2324,-0.25045045045045045,2,22,24
SENTUSDT,2025-11-15,e2526,0.015503875968992276,5,24,48
SHELLUSDT,2025-02-18,e2526,0.05430902600713927,5,24,48
SIGNUSDT,2025-04-29,e2526,0.18096299046911746,5,24,185
SIRENUSDT,2025-03-23,e2526,-0.02446363160648868,10,24,48
SKATEUSDT,2025-06-10,e2526,-0.1955986457371499,5,24,48
SKHYNIXUSDT,2026-06-02,e2526,-0.016437308868501477,18,21,0
SKRUSDT,2026-01-23,e2526,-0.27629572276577274,4,24,48
SKYAIUSDT,2025-05-14,e2526,0.0009836987071387693,5,24,48
SKYUSDT,2025-09-10,e2526,0.04059520369835301,6,24,48
SLERFUSDT,2024-11-22,e2324,-0.07228579402735147,4,24,48
SLPUSDT,2023-11-01,e2324,-0.13198701767039311,2,24,48
SLXUSDT,2026-06-02,e2526,-0.25200513771942334,18,24,0
SNDKUSDT,2026-04-08,e2526,0.14284574892327329,9,24,24
SNTUSDT,2023-11-03,e2324,0.11445217064461555,3,24,48
SOLVUSDT,2025-01-18,e2526,-0.38953040800615857,4,24,48
SOMIUSDT,2025-08-26,e2526,0.08100929614873831,4,24,48
SONICUSDT,2025-01-09,e2526,-0.09550752517822791,7,24,48
SOONUSDT,2025-05-24,e2526,-0.13310482087571862,3,24,48
SOPHUSDT,2025-05-29,e2526,-0.09719206176860895,4,24,192
SOXLUSDT,2026-05-16,e2526,0.0038304707772147673,9,24,0
SPACEUSDT,2026-01-24,e2526,-0.050676632127286125,5,24,48
SPCXUSDT,2026-05-21,e2526,-0.04849514563106805,19,20,0
SPELLUSDT,2022-09-07,e2122,0.052091554853985755,1,24,24
SPKUSDT,2025-06-18,e2526,-0.2560783627776806,3,24,48
SPORTFUNUSDT,2026-01-17,e2526,-0.11364300321355536,2,24,48
SPXUSDT,2024-12-11,e2324,-0.00807032713647493,9,24,48
SPYUSDT,2026-04-07,e2526,0.025286622266824876,7,24,24
SQDUSDT,2025-06-12,e2526,-0.055968784294598284,6,24,48
SSVUSDT,2023-02-25,e2324,0.18076416337285894,4,24,24
STABLEUSDT,2025-11-07,e2526,0.2945736434108528,5,24,48
STARUSDT,2026-05-15,e2526,-0.23489932885906029,1,24,0
STBLUSDT,2025-09-18,e2526,0.6955993930197268,6,24,48
STEEMUSDT,2023-11-09,e2324,0.06391242937853114,6,24,48
STGUSDT,2022-08-26,e2122,-0.22605140186915873,0,24,24
STOUSDT,2025-04-13,e2526,-0.049146683949017,5,24,48
STPTUSDT,2023-10-19,e2324,-0.13437542849307538,4,24,48
STRAXUSDT,2023-10-11,e2324,-0.045648357160772535,0,22,48
STRKUSDT,2024-02-21,e2324,-0.014541558242767483,1,24,48
STXUSDT,2023-02-22,e2324,0.2615455665024631,5,24,24
STXXUSDT,2026-06-12,e2526,0.06756910995959564,24,24,24
SUIUSDT,2023-05-04,e2324,-0.06279603846705895,3,24,24
SUNUSDT,2024-08-23,e2324,0.656913516312791,6,24,48
SUPERUSDT,2023-11-27,e2324,-0.013875598086124374,2,24,48
SUSDT,2025-01-17,e2526,-0.1311014566828519,1,24,48
SWARMSUSDT,2025-01-08,e2526,-0.39496509414004666,6,24,48
SWELLUSDT,2024-11-09,e2324,-0.11785842615882147,6,24,48
SXTUSDT,2025-05-03,e2526,-0.35437350532647294,6,24,48
SYNUSDT,2024-08-17,e2324,0.1316630233731293,3,24,48
SYRUPUSDT,2025-05-08,e2526,0.09004232568500758,6,24,48
SYSUSDT,2024-08-20,e2324,-0.037735849056603765,4,24,48
TACUSDT,2025-07-16,e2526,-0.2797851562500001,5,24,48
TAGUSDT,2025-07-26,e2526,0.09792874896437453,2,24,48
TAIKOUSDT,2025-06-12,e2526,-0.1468354430379748,6,24,48
TAKEUSDT,2025-09-04,e2526,-0.224015922158337,6,24,48
TANSSIUSDT,2025-07-10,e2526,0.020381110190555107,4,24,48
TAOUSDT,2024-04-12,e2324,-0.18326150691295928,2,24,48
TAUSDT,2025-07-22,e2526,-0.13524936601859683,4,24,48
THEUSDT,2024-11-28,e2324,-0.021141027316690653,6,24,48
TIAUSDT,2023-11-01,e2324,0.05413718855736693,2,24,48
TNSRUSDT,2024-04-09,e2324,-0.012077294685990392,2,24,48
TOKENUSDT,2023-11-04,e2324,-0.11203751954142782,6,24,48
TONUSDT,2024-03-02,e2324,-0.013525466204761583,2,24,48
TOSHIUSDT,2025-09-18,e2526,-0.10730693502515853,6,24,48
TOWNSUSDT,2025-08-06,e2526,-0.20000000000000007,4,24,48
TRADOORUSDT,2025-09-20,e2526,0.3746140651801029,7,24,48
TREEUSDT,2025-07-30,e2526,-0.26328358208955227,4,24,48
TRIAUSDT,2026-02-07,e2526,-0.2920688208140999,2,24,48
TROYUSDT,2024-11-01,e2324,-0.2162078564800496,3,24,48
TRUMPUSDT,2025-01-19,e2526,0.2846145734472212,5,24,48
TRUSTUSDT,2025-11-06,e2526,0.042154566744730726,2,24,48
TRUTHUSDT,2025-10-02,e2526,0.014732965009208066,11,24,48
TRUUSDT,2023-03-08,e2324,-0.2970517928286852,1,24,24
TSLAUSDT,2026-01-29,e2526,-0.015374745090850683,4,24,29
TSMUSDT,2026-04-07,e2526,0.0619166057059255,7,24,24
TSTUSDT,2025-02-10,e2526,-0.23589515770768554,1,24,48
TURBOUSDT,2024-05-31,e2324,0.14763001974983547,0,24,48
TURTLEUSDT,2025-10-23,e2526,0.04929577464788726,6,24,88
TUSDT,2023-02-02,e2324,-0.04243614931237727,0,24,24
TUTUSDT,2025-03-21,e2526,-0.332398316970547,4,24,48
TWTUSDT,2023-11-04,e2324,0.08211768562530741,6,24,48
UAIUSDT,2025-11-07,e2526,1.519890260631001,5,24,192
UBERUSDT,2026-05-16,e2526,-0.01294196130753833,9,24,0
UBUSDT,2025-09-13,e2526,0.4811113634643047,6,24,48
UMAUSDT,2023-05-11,e2324,-0.06191588785046742,3,24,24
URNMUSDT,2026-06-10,e2526,-0.0005496518871381806,20,24,18
USARUSDT,2026-05-07,e2526,-0.04353982300884962,2,24,0
USDCUSDT,2023-03-13,e2324,0.01190439914272079,3,24,24
USELESSUSDT,2025-08-16,e2526,0.09048414023372287,2,24,48
USTCUSDT,2023-11-28,e2324,0.14783573806881245,4,24,48
USUALUSDT,2024-12-19,e2324,0.44077628942094726,7,24,48
USUSDT,2025-12-13,e2526,-0.24856486796785315,5,24,48
UVXYUSDT,2026-06-12,e2526,-0.05500982318271119,24,24,24
UXLINKUSDT,2024-09-16,e2324,0.651994851994852,3,24,48
VANAUSDT,2024-12-17,e2324,-0.49686879960317465,9,24,48
VANRYUSDT,2024-03-14,e2324,-0.13079921455994847,2,24,48
VELODROMEUSDT,2024-12-14,e2324,-0.07582453705394643,8,24,48
VELVETUSDT,2025-07-16,e2526,0.09927953890489905,5,24,48
VFYUSDT,2025-10-01,e2526,-0.15833542660972955,10,24,48
VICUSDT,2025-03-13,e2526,-0.17873363612075877,1,24,48
VIDTUSDT,2024-08-24,e2324,0.04837866108786604,6,24,48
VINEUSDT,2025-01-25,e2526,1.4614501186739148,5,24,48
VIRTUALUSDT,2024-12-11,e2324,0.3934331797235022,9,24,48
VOXELUSDT,2024-08-21,e2324,-0.1365897783808232,6,24,48
VTHOUSDT,2025-01-23,e2526,-0.27113782270181674,6,24,48
VUSDT,2026-05-19,e2526,-0.0019885507683036208,17,24,0
VVVUSDT,2025-01-30,e2526,-0.39772243507875704,3,24,48
WALUSDT,2025-03-28,e2526,-0.20976954894622812,10,24,48
WAXPUSDT,2023-10-19,e2324,-0.15156739811912223,4,24,48
WCTUSDT,2025-04-16,e2526,0.40505440505440515,6,24,48
WDCUSDT,2026-05-27,e2526,0.007670706194990329,6,24,0
WETUSDT,2025-12-11,e2526,-0.29531841652323576,2,24,111
WIFUSDT,2024-01-19,e2324,-0.06773569256289746,1,24,48
WLDUSDT,2023-07-25,e2324,0.042243735235536706,0,24,24
WLFIUSDT,2025-08-24,e2526,-0.2251767081790642,4,24,48
WMTUSDT,2026-05-19,e2526,-0.014925373134328401,17,24,0
WOOUSDT,2022-04-08,e2122,-0.10698541878602918,0,21,24
WUSDT,2024-04-04,e2324,-0.2582123758594347,1,24,48
XAGUSDT,2026-01-08,e2526,0.012680699974638499,0,24,48
XAIUSDT,2024-01-10,e2324,0.060106560106560236,1,24,48
XANUSDT,2025-09-30,e2526,-0.5203132853074217,9,24,48
XAUTUSDT,2026-03-27,e2526,0.019058003111974253,5,24,48
XAUUSDT,2025-12-12,e2526,0.007246835814242569,3,24,48
XCNUSDT,2025-04-12,e2526,-0.0625302956858943,3,24,48
XLEUSDT,2026-06-11,e2526,-0.02633814783347499,20,24,21
XNYUSDT,2025-08-14,e2526,0.7982168976805739,4,24,48
XPDUSDT,2026-01-31,e2526,-0.021790087463556818,6,24,48
XPINUSDT,2025-09-13,e2526,-0.07479835199907159,6,24,48
XPLUSDT,2025-08-23,e2526,-0.02514206991561896,3,24,48
XPTUSDT,2026-01-31,e2526,-0.041794638800545125,6,24,48
XVGUSDT,2023-07-06,e2324,0.12826057575348004,2,24,38
XVSUSDT,2023-04-13,e2324,0.16245277535600122,1,22,24
YALAUSDT,2025-08-08,e2526,-0.11514152239626274,5,24,48
YBUSDT,2025-10-11,e2526,-0.14405762304921965,5,24,48
YGGUSDT,2023-08-05,e2324,1.1145098039215688,0,21,33
ZAMAUSDT,2026-01-10,e2526,-0.13306122448979585,1,24,48
ZBTUSDT,2025-10-18,e2526,-0.20782986950217497,7,24,192
ZEREBROUSDT,2025-01-03,e2526,-0.18859452177817693,4,24,48
ZESTUSDT,2026-06-05,e2526,0.17789089010702153,19,24,6
ZETAUSDT,2024-02-03,e2324,-0.1761819269898265,1,24,48
ZKCUSDT,2025-09-16,e2526,-0.17510143070681194,6,24,48
ZKJUSDT,2025-05-14,e2526,-0.025094696969696906,5,24,48
ZKPUSDT,2025-12-22,e2526,-0.07353667572240064,2,24,114
ZKUSDT,2024-06-18,e2324,0.05258215962441315,2,24,48
ZMUSDT,2026-06-11,e2526,-0.00042589437819429143,20,24,21
ZORAUSDT,2025-07-26,e2526,0.9100067159167224,2,24,48
ZRCUSDT,2025-07-30,e2526,-0.04365585907582337,4,24,48
ZROUSDT,2024-06-21,e2324,-0.1007571345369831,3,24,48
