symbol,sign,threshold,persistence,entry,era,age_cell,week_block,hold_h,n_alt_settlements_hold,gross_alt,alt_funding,gross_btc,btc_funding,net_unhedged,net_hedged,capped
0GUSDT,-1,0.0015,1,2025-10-23,e2526,age_30_240,105649,6.0,6,0.0016286644951140072,0.00158765,-0.0183108290006464,0.00006755,-0.0012836855048859925,-0.02402696450553239,false
0GUSDT,-1,0.0015,2,2025-10-23,e2526,age_30_240,105649,5.0,5,0.0008979179527470738,0.0010407799999999998,-0.019046126722490175,0.00006755,-0.002561302047252926,-0.026039878769743105,false
0GUSDT,-1,0.0015,1,2025-10-23,e2526,age_30_240,105649,10.0,10,0.00974228263947885,0.007743,-0.00975313013555601,-1.64e-6,0.012985282639478849,-0.001269487496077159,false
0GUSDT,-1,0.0015,2,2025-10-23,e2526,age_30_240,105649,9.0,9,0.029450828665473106,0.0068391300000000006,-0.01613656277781672,-1.64e-6,0.03178995866547311,0.011151755887656383,false
0GUSDT,-1,0.0015,1,2025-10-24,e2526,age_30_240,105649,2.0,2,-0.014208693698753216,0.00069062,0.003441329151692152,0.0001,-0.018018073698753218,-0.018976744547061067,false
0GUSDT,-1,0.0015,2,2025-10-24,e2526,age_30_240,105649,1.0,1,-0.003180191947299571,0.00070312,-0.00019453430648530556,0.0,-0.006977071947299571,-0.011671606253784876,false
0GUSDT,-1,0.0015,1,2025-10-24,e2526,age_30_240,105649,4.0,4,-0.003578325570828156,0.00238531,0.003823720724638102,0.0,-0.005693015570828156,-0.006369294846190053,false
0GUSDT,-1,0.0015,2,2025-10-24,e2526,age_30_240,105649,3.0,3,0.004121114990555785,0.00148433,0.0019101319809382566,0.0,0.0011054449905557855,-0.0014844230285059575,false
0GUSDT,-1,0.0015,1,2025-10-24,e2526,age_30_240,105649,6.0,6,0.00795816280127326,0.00226356,-0.0061764874087348876,0.00004654,0.005721722801273261,-0.004908224607461626,false
0GUSDT,-1,0.0015,2,2025-10-24,e2526,age_30_240,105649,5.0,5,0.023551142923112556,0.00154959,-0.007684908741140584,0.0,0.020600732923112555,0.008415824181971973,false
0GUSDT,-1,0.0015,1,2025-10-25,e2526,age_30_240,105649,3.0,3,-0.011334013374135754,0.00048314,-0.0001495971241305405,0.0,-0.015350873374135755,-0.020000470498266296,false
0GUSDT,-1,0.0015,2,2025-10-25,e2526,age_30_240,105649,2.0,2,-0.005359179019384319,0.00026181,-0.0022658637555721395,0.0,-0.009597369019384318,-0.01636323277495646,false
0GUSDT,-1,0.0015,1,2025-10-25,e2526,age_30_240,105649,1.0,1,-0.00770943978070926,0.00034368,-0.0019022559439867415,0.0,-0.01186575978070926,-0.018268015724696003,false
0GUSDT,-1,0.0015,1,2025-10-25,e2526,age_30_240,105649,4.0,4,0.0031273527538078216,0.00108369,-0.0013435729880757474,0.0001,-0.00028895724619217803,-0.006032530234267926,false
0GUSDT,-1,0.0015,2,2025-10-25,e2526,age_30_240,105649,3.0,3,-0.0007499711549556753,0.00050683,-0.001585547710163615,0.0001,-0.004743141154955675,-0.010728688865119289,false
0GUSDT,-1,0.0015,1,2025-10-25,e2526,age_30_240,105649,2.0,2,0.010213065680577671,1.4699999999999995e-6,0.002812940778970985,0.0,0.005714535680577671,0.004027476459548656,false
0GUSDT,-1,0.0015,2,2025-10-25,e2526,age_30_240,105649,1.0,1,0.006373523564495498,-0.0000125,0.0007067359369401505,0.0,0.001861023564495498,-0.0019322404985643513,false
0GUSDT,-1,0.0015,1,2025-10-25,e2526,age_30_240,105649,1.0,1,0.014452027298273773,-0.0000125,0.0008237903489378695,0.0,0.009939527298273774,0.006263317647211643,false
0GUSDT,-1,0.0015,1,2025-10-26,e2526,age_30_240,105650,3.0,3,0.007887066354232086,0.00033442,-0.009327907092516297,0.0,0.003721486354232087,-0.01010642073828421,false
0GUSDT,-1,0.0015,2,2025-10-26,e2526,age_30_240,105650,2.0,2,0.00857878181298255,-0.000025,-0.009768652621412244,0.0,0.0040537818129825496,-0.010214870808429694,false
0GUSDT,-1,0.0015,1,2025-10-27,e2526,age_30_240,105650,3.0,3,-0.011197581322434313,0.00048294,0.000026902179336874,0.0,-0.015214641322434313,-0.01968773914309744,false
0GUSDT,-1,0.0015,2,2025-10-27,e2526,age_30_240,105650,2.0,2,-0.008588750421017255,0.00025612,-0.00345110155713213,0.0,-0.012832630421017253,-0.020783731978149384,false
0GUSDT,-1,0.0015,1,2025-10-27,e2526,age_30_240,105650,4.0,4,-0.052197645988514174,0.00097892,0.0026735120580761995,0.0001,-0.05571872598851417,-0.05744521393043797,false
