threshold,sign,persistence,era,n_trades,mean_gross_alt_bp,mean_alt_funding_bp,mean_gross_btc_bp,mean_btc_funding_bp,mean_net_unhedged_bp,mean_net_hedged_bp,mean_hold_h,n_weeks,capped_share,se_net_hedged_bp_wk,se_net_unhedged_bp_wk,median_net_hedged_bp,win_rate_hedged
0.003,1,2,pooled,1150,41.83224446369763,19.728010695652173,-1.2129873631917811,-0.3926930434782609,16.560255159349794,-30.045425247320246,4.1808695652173915,134,0.0,31.191136541405807,32.3766692291954,-71.44083268682233,0.3730434782608696
0.003,1,2,e2122,254,18.139277857902666,5.341723622047243,5.073577253074716,-0.10584842519685034,-21.51899852005009,-61.551269692172234,2.37007874015748,45,0.0,11.907031828009487,10.31822664646427,-80.34876515140458,0.24803149606299213
0.003,1,2,e2324,91,61.385547936214465,50.161964835164866,-12.634500470579386,-3.121527472527472,66.54751277137932,5.791484828272407,9.065934065934066,30,0.0,95.89673050962566,111.2874442746555,-78.9936071817195,0.37362637362637363
0.003,1,2,e2526,805,47.09766421757698,20.826926335403726,-1.9054466423960272,-0.17472360248447208,22.92459055298071,-24.1555796918998,4.2,59,0.0,43.64264438292232,44.25422939682124,-59.442969908878396,0.4124223602484472
0.003,1,2,pre2025,345,29.54626503797911,17.163874202898548,0.4027509549514601,-0.9012884057971016,1.7101392408776634,-43.788398209967966,4.136231884057971,75,0.0,27.21864369974428,30.819653055392035,-79.86768933608877,0.2811594202898551
0.003,1,2,post2025,805,47.09766421757698,20.826926335403726,-1.9054466423960272,-0.17472360248447208,22.92459055298071,-24.1555796918998,4.2,59,0.0,43.444246573748565,44.284949413699316,-59.442969908878396,0.4124223602484472
0.003,-1,1,pooled,20656,-46.65342943290558,68.47706417989929,0.28772136724937214,0.27733197134004656,-23.17636525300628,-67.61131191441686,6.849196359411309,246,0.00009682416731216112,12.208025395194987,12.997110770269385,-113.18485826702452,0.26239349341595664
0.003,-1,1,e2122,2107,-37.5496444313543,49.48656872330328,2.0777777751742486,0.014787755102040808,-33.063075708051024,-75.97051017777473,7.065021357380162,62,0.0,13.382226659007769,18.9014793764581,-96.98254940759304,0.23540579022306596
0.003,-1,1,e2324,1556,-35.57962740251492,110.38665327763495,-25.582644855500064,1.3867127892030846,29.80702587512005,-39.388906191176936,15.19987146529563,105,0.0006426735218508997,31.927382816895665,31.332920473149127,-152.64230615575883,0.352827763496144
0.003,-1,1,e2526,16993,-48.79622416941805,66.99419789913493,2.43464309920373,0.20830261284058144,-26.80202627028312,-69.1590805582388,6.057788501147531,80,0.00005884776084269993,14.688498039455661,15.035804704298029,-115.58169341033877,0.2574589536868122
