symbol,d0,era,week_block,side,entry_day,gross,funding,net45,net90,n_funding_events_hold,pump_cell,tdecay_cell,fund_cell,crowd_cell,btc_cell,pump01,tdecay,fund8h,btc30d
1000XECUSDT,2021-09-17,e2122,105435,short,1,0.07775145380142143,0.0018066900000000001,0.07505814380142142,0.07055814380142143,18,pump_le0,tdec_ge70,fund_flat,crowd_01,btc_up,-0.08674272226593227,0.7138059654721765,0.000317260099143781,0.03235162062772612
1000XECUSDT,2021-09-17,e2122,105435,long,1,-0.07775145380142143,-0.0018066900000000001,-0.08405814380142143,-0.08855814380142142,18,pump_le0,tdec_ge70,fund_flat,crowd_01,btc_up,-0.08674272226593227,0.7138059654721765,0.000317260099143781,0.03235162062772612
1000XECUSDT,2021-09-17,e2122,105435,short,2,0.06334762446408257,0.0012927400000000001,0.06014036446408257,0.05564036446408257,15,pump_le0,tdec_30_70,fund_flat,crowd_01,btc_down,-0.08674272226593227,0.6948641346432916,0.00010000001736111412,-0.04207814121007658
1000XECUSDT,2021-09-17,e2122,105435,long,2,-0.06334762446408257,-0.0012927400000000001,-0.06914036446408257,-0.07364036446408256,15,pump_le0,tdec_30_70,fund_flat,crowd_01,btc_down,-0.08674272226593227,0.6948641346432916,0.00010000001736111412,-0.04207814121007658
1000XUSDT,2024-11-14,e2324,105600,short,1,0.22741953446931734,0.00887432,0.23179385446931733,0.22729385446931732,36,pump_le0,tdec_ge70,fund_flat,crowd_ge5,btc_up,-0.058673469387755195,1.0014205439113135,0.0001,0.34741685406557
1000XUSDT,2024-11-14,e2324,105600,long,1,-0.22741953446931734,-0.00887432,-0.24079385446931734,-0.24529385446931734,36,pump_le0,tdec_ge70,fund_flat,crowd_ge5,btc_up,-0.058673469387755195,1.0014205439113135,0.0001,0.34741685406557
1000XUSDT,2024-11-14,e2324,105600,short,2,0.1904539619558876,0.00720087,0.1931548319558876,0.1886548319558876,29,pump_le0,tdec_30_70,fund_pos,crowd_ge5,btc_up,-0.058673469387755195,0.5418309775027997,0.00061588,0.34482615372061454
1000XUSDT,2024-11-14,e2324,105600,long,2,-0.1904539619558876,-0.00720087,-0.2021548319558876,-0.2066548319558876,29,pump_le0,tdec_30_70,fund_pos,crowd_ge5,btc_up,-0.058673469387755195,0.5418309775027997,0.00061588,0.34482615372061454
1MBABYDOGEUSDT,2024-09-17,e2324,105592,short,1,0.10892486875193011,-0.00189314,0.1025317287519301,0.09803172875193011,35,pump_0_25,tdec_ge70,fund_neg,crowd_24,btc_up,0.21382671093498984,1.078237817909724,-0.00202848,0.03934106080119881
1MBABYDOGEUSDT,2024-09-17,e2324,105592,long,1,-0.10892486875193011,0.00189314,-0.11153172875193011,-0.1160317287519301,35,pump_0_25,tdec_ge70,fund_neg,crowd_24,btc_up,0.21382671093498984,1.078237817909724,-0.00202848,0.03934106080119881
