side,entry_day,cell,era,n_events,n_weeks,mean_gross_bp,mean_funding_bp,mean_net45_bp,mean_net90_bp,se_net45_bp_wk,median_net45_bp,win_rate_net45,feature
short,1,pump_gt100,pre2025,4,4,-143.9779475280352,-341.41499999999996,-530.392947528035,-575.3929475280352,1201.3554710272333,-1323.3277687280467,0.25,pump_cell
short,1,pump_gt100,post2025,4,4,1555.1081502838551,-107.39215,1402.7160002838552,1357.716000283855,1107.2862346008628,1211.8870476934692,0.5,pump_cell
short,2,pump_le0,pooled,431,166,81.17800278289216,-58.351999303944325,-22.173996521052125,-67.17399652105212,171.24046481971965,398.4478527607355,0.6102088167053364,pump_cell
short,2,pump_le0,e2122,32,26,251.61198186562663,-18.1880625,188.4239193656267,143.42391936562663,422.44820894997696,679.286035306919,0.5625,pump_cell
short,2,pump_le0,e2324,152,69,24.79127299340004,-8.110171052631578,-28.31889805923152,-73.3188980592315,245.24518823663996,426.0718013119205,0.625,pump_cell
short,2,pump_le0,e2526,247,72,93.79701329850063,-94.47347246963561,-45.67645917113493,-90.67645917113506,251.10058740973037,368.9781599894889,0.6072874493927125,pump_cell
short,2,pump_le0,pre2025,184,95,64.23835279726558,-9.862847826086956,9.375504971178609,-35.6244950288214,214.22413247784576,449.39833887732857,0.6141304347826086,pump_cell
short,2,pump_le0,post2025,247,72,93.79701329850063,-94.47347246963561,-45.67645917113493,-90.67645917113506,248.82158250456138,368.9781599894889,0.6072874493927125,pump_cell
short,2,pump_0_25,pooled,166,101,374.9663754836968,-27.538175903614455,302.4281995800824,257.4281995800823,187.17578809428898,382.1665124094402,0.5963855421686747,pump_cell
short,2,pump_0_25,e2122,14,12,1264.3892647358768,3.279635714285718,1222.6689004501625,1177.6689004501625,267.9969375364941,1121.6860296092623,0.9285714285714286,pump_cell
short,2,pump_0_25,e2324,54,40,532.7167545549547,1.9901518518518497,489.70690640680664,444.7069064068067,249.79892589285646,581.8010005898446,0.6851851851851852,pump_cell
short,2,pump_0_25,e2526,98,49,160.98228446963105,-48.21143163265306,67.77085283697794,22.77085283697799,274.9084241808204,32.53056323827124,0.5,pump_cell
short,2,pump_0_25,pre2025,68,52,683.3552125333797,2.2556338235294144,640.6108463569093,595.6108463569094,205.19983010557027,680.7493946224399,0.7352941176470589,pump_cell
