side,entry_day,pump_cell,fund_cell,era,n_events,n_weeks,mean_gross_bp,mean_funding_bp,mean_net45_bp,mean_net90_bp,se_net45_bp_wk,median_net45_bp,win_rate_net45
short,2,pump_le0,fund_flat,e2324,112,58,-139.69936927441415,-3.2432017857142865,-187.94257106012847,-232.94257106012844,282.16596739950694,332.1361056060539,0.6160714285714286
short,2,pump_le0,fund_flat,e2526,158,61,383.15126448625375,-66.84090632911392,271.31035815714006,226.3103581571399,263.3091927453419,567.5933100416032,0.6329113924050633
short,2,pump_le0,fund_flat,pre2025,139,81,-121.66427484009796,-5.745979136690649,-172.4102539767886,-217.4102539767886,242.36214593464842,324.94901801272636,0.5899280575539568
short,2,pump_le0,fund_flat,post2025,158,61,383.15126448625375,-66.84090632911392,271.31035815714006,226.3103581571399,250.64110348561752,567.5933100416032,0.6329113924050633
long,1,pump_le0,fund_flat,pooled,267,137,-291.4944257511629,29.875962921348314,-306.61846282981463,-351.6184628298147,198.51964435148986,-768.6276422854598,0.33707865168539325
long,1,pump_le0,fund_flat,e2122,27,22,-184.1985692856966,19.8921,-209.30646928569655,-254.30646928569664,447.93494327885657,-840.5814380142143,0.37037037037037035
long,1,pump_le0,fund_flat,e2324,101,55,-202.24075267314873,-7.32860792079208,-254.56936059394076,-299.5693605939408,300.76131019060557,-678.5799238820184,0.36633663366336633
long,1,pump_le0,fund_flat,e2526,139,61,-377.18945528675306,58.84881151079137,-363.34064377596167,-408.3406437759616,290.4257774332439,-869.6241282795955,0.30935251798561153
long,1,pump_le0,fund_flat,pre2025,128,77,-198.4349796148581,-1.5867398437500009,-245.02171945860803,-290.02171945860806,248.92134413120715,-694.078567755326,0.3671875
long,1,pump_le0,fund_flat,post2025,139,61,-377.18945528675306,58.84881151079137,-363.34064377596167,-408.3406437759616,293.38424065306265,-869.6241282795955,0.30935251798561153
long,2,pump_le0,fund_flat,pooled,297,141,-146.8907932190387,38.24765757575758,-153.64313564328108,-198.6431356432811,179.6932542850859,-556.4803159629655,0.36363636363636365
long,2,pump_le0,fund_flat,e2122,27,23,46.85203126071216,16.127870370370367,17.979901631082527,-27.02009836891748,481.5150450598414,-15.132083661792729,0.48148148148148145
long,2,pump_le0,fund_flat,e2324,112,58,139.69936927441415,3.2432017857142865,97.94257106012847,52.94257106012845,283.27605855615866,-422.1361056060538,0.35714285714285715
long,2,pump_le0,fund_flat,e2526,158,61,-383.15126448625375,66.84090632911392,-361.31035815713983,-406.31035815713983,249.04164169898078,-657.5933100416031,0.34810126582278483
long,2,pump_le0,fund_flat,pre2025,139,81,121.66427484009796,5.745979136690649,82.4102539767886,37.410253976788596,244.08444173117522,-414.9490180127263,0.381294964028777
long,2,pump_le0,fund_flat,post2025,158,61,-383.15126448625375,66.84090632911392,-361.31035815713983,-406.31035815713983,249.68026755146033,-657.5933100416031,0.34810126582278483
short,1,pump_le0,fund_pos,pooled,57,42,-122.5989535087535,96.6768192982456,-70.92213421050789,-115.92213421050785,534.959901801364,556.2981159884021,0.6666666666666666
short,1,pump_le0,fund_pos,e2122,2,2,2464.603065773973,105.89595,2525.499015773973,2480.499015773973,117.8592996509785,2525.499015773973,1.0
short,1,pump_le0,fund_pos,e2324,29,21,303.6918007196507,94.16261379310345,352.85441451275415,307.854414512754,513.8253045244827,556.2981159884021,0.7241379310344828
short,1,pump_le0,fund_pos,e2526,26,19,-797.0926424006446,98.77196153846154,-743.3206808621833,-788.320680862183,986.0544211930913,279.20729725959586,0.5769230769230769
short,1,pump_le0,fund_pos,pre2025,31,23,443.10543072315556,94.91960322580647,493.02503394896183,448.0250339489617,484.82388193642475,798.9908289855064,0.7419354838709677
short,1,pump_le0,fund_pos,post2025,26,19,-797.0926424006446,98.77196153846154,-743.3206808621833,-788.320680862183,972.3525292378263,279.20729725959586,0.5769230769230769
short,2,pump_le0,fund_pos,pooled,47,40,596.9215829593182,88.98556170212765,640.9071446614458,595.9071446614458,288.5781867497684,836.3196840336127,0.6595744680851063
short,2,pump_le0,fund_pos,e2122,3,3,1671.9476635931683,76.45423333333335,1703.4018969265016,1658.4018969265016,279.84465307633934,1556.8887480749802,1.0
short,2,pump_le0,fund_pos,e2324,25,21,977.3485958190392,90.71016000000002,1023.0587558190392,978.0587558190393,282.7153696722585,1113.0216160388827,0.72
short,2,pump_le0,fund_pos,e2526,19,16,-73.38123616671167,88.69498421052631,-29.686251956185295,-74.68625195618539,569.883826150057,8.3232064947458,0.5263157894736842
short,2,pump_le0,fund_pos,pre2025,28,24,1051.7699245091246,89.18273928571429,1095.9526637948388,1050.9526637948386,262.5229426672503,1174.987917671412,0.75
short,2,pump_le0,fund_pos,post2025,19,16,-73.38123616671167,88.69498421052631,-29.686251956185295,-74.68625195618539,570.8330048849883,8.3232064947458,0.5263157894736842
long,1,pump_le0,fund_pos,pooled,57,42,122.5989535087535,-96.6768192982456,-19.07786578949219,-64.07786578949224,537.6787001962333,-646.2981159884021,0.3157894736842105
long,1,pump_le0,fund_pos,e2122,2,2,-2464.603065773973,-105.89595,-2615.499015773973,-2660.4990157739735,116.22787788110472,-2615.499015773973,0.0
long,1,pump_le0,fund_pos,e2324,29,21,-303.6918007196507,-94.16261379310345,-442.85441451275415,-487.8544145127541,519.0652039692545,-646.2981159884021,0.27586206896551724
long,1,pump_le0,fund_pos,e2526,26,19,797.0926424006446,-98.77196153846154,653.3206808621833,608.3206808621834,957.9603328196838,-369.20729725959586,0.38461538461538464
long,1,pump_le0,fund_pos,pre2025,31,23,-443.10543072315556,-94.91960322580647,-583.0250339489617,-628.0250339489618,498.19097832302566,-888.9908289855064,0.25806451612903225
long,1,pump_le0,fund_pos,post2025,26,19,797.0926424006446,-98.77196153846154,653.3206808621833,608.3206808621834,976.4322979962404,-369.20729725959586,0.38461538461538464
long,2,pump_le0,fund_pos,pooled,47,40,-596.9215829593182,-88.98556170212765,-730.9071446614458,-775.9071446614462,288.6501885258014,-926.3196840336128,0.3191489361702128
long,2,pump_le0,fund_pos,e2122,3,3,-1671.9476635931683,-76.45423333333335,-1793.4018969265016,-1838.4018969265014,283.26107134381897,-1646.8887480749802,0.0
long,2,pump_le0,fund_pos,e2324,25,21,-977.3485958190392,-90.71016000000002,-1113.058755819039,-1158.058755819039,276.5248577294359,-1203.0216160388827,0.24
long,2,pump_le0,fund_pos,e2526,19,16,73.38123616671167,-88.69498421052631,-60.31374804381455,-105.31374804381463,588.0092250030605,-98.3232064947458,0.47368421052631576
